,district,area,year,rooms,value,floor,elevator,parking,warehouse
5463, ولنجک ,۲۲۵,۱۴۰۰,۳,۵۱٬۰۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
5464, کوی فردوس ,۹۸,۱۳۹۶,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5465, جردن ,۱۶۵,۱۴۰۰,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5466, هروی ,۱۰۷,۱۳۸۶,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5467, چیتگر ,۱۱۰,۱۴۰۱,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰,۱۶,"(True,)","(True,)",True
5468, شهران جنوبی ,۴۶,۱۴۰۰,۱,۳٬۹۰۰٬۰۰۰٬۰۰۰,۳ از ۶,"(True,)","(True,)",True
5469, جنت‌آباد مرکزی ,۱۲۲,۱۴۰۱,۲,۸٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5470, شهرک راه‌آهن ,۱۶۷,۱۳۹۸,۳,۱۲٬۷۰۰٬۰۰۰٬۰۰۰,۲ از ۳,"(True,)","(True,)",True
5471, پونک ,۱۰۸,۱۳۹۲,۲,۶٬۹۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5472, پونک ,۱۷۰,۱۴۰۰,۳,۱۶٬۰۰۰٬۰۰۰٬۰۰۰,۸ از ۹,"(True,)","(True,)",True
5473, پیروزی,۶۵,۱۳۹۰,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۲,"(True,)",False,False
5474, چیتگر ,۱۲۵,۱۴۰۱,۲,۲٬۵۶۲٬۵۰۰٬۰۰۰,۹,"(True,)","(True,)",True
5475, زعفرانیه ,۲۳۰,۱۳۸۶,۴,۲۶٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5476, چیتگر ,۹۵,۱۴۰۱,۱,۴٬۶۰۰٬۰۰۰٬۰۰۰,۵ از ۳۰,"(True,)","(True,)",True
5477, جنت‌آباد جنوبی ,۸۴,۱۳۹۷,۲,۵٬۸۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5478, قیطریه ,۱۸۳,۱۴۰۱,۳,۱۳٬۷۲۵٬۰۰۰٬۰۰۰,۷ از ۱۱,"(True,)","(True,)",True
5479, چیتگر ,۲۴۰,۱۴۰۱,۴,۵٬۳۷۶٬۰۰۰٬۰۰۰,۱۴ از ۱۴,"(True,)","(True,)",True
5480, فرمانیه ,۱۰۱,۱۴۰۱,۲,۸٬۶۸۶٬۰۰۰٬۰۰۰,۳ از ۱۱,"(True,)","(True,)",True
5481, جنت‌آباد مرکزی ,۹۵,۱۳۹۸,۲,۶٬۶۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5482, پاسداران ,۱۹۵,۱۴۰۱,۳,۱۴٬۶۲۵٬۰۰۰٬۰۰۰,۱۰ از ۱۱,"(True,)","(True,)",True
5483, کوی فردوس ,۷۵,۱۳۸۵,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
5484, مرزداران ,۱۳۶,۱۳۹۷,۳,۱۲٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5485, نیاوران ,۸۵,۱۳۹۶,۲,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5486, ستارخان ,۱۵۳,۱۳۸۰,۳,۸٬۲۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
5487, آجودانیه ,۱۹۴,۱۴۰۱,۳,۱۴٬۴۵۰٬۰۰۰٬۰۰۰,۷ از ۱۱,"(True,)","(True,)",True
5488, سعادت‌آباد ,۱۵۵,۱۳۸۷,۳,۱۴٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5489, استاد معین ,۱۰۱,۱۴۰۱,۲,۱٬۲۱۲٬۰۰۰٬۰۰۰,۱۹,"(True,)","(True,)",True
5490, اختیاریه ,۲۰۰,۱۴۰۱,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰,۱۰ از ۱۱,"(True,)","(True,)",True
5491, آبشار تهران ,۱۳۵,۱۳۸۲,۳,۵٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۴,False,"(True,)",True
5492, دریاچه شهدای خلیج فارس ,۴۸۰,۱۳۹۷,۴,۳۷٬۰۰۰٬۰۰۰٬۰۰۰,۲۰ از ۲۰,"(True,)","(True,)",True
5493, دهکده المپیک ,۱۱۴,۱۳۸۷,۲,۴٬۷۵۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
5494, آهنگ ,۴۴,۱۳۹۲,۱,۱٬۲۵۰٬۰۰۰٬۰۰۰,۱ از ۲,False,False,False
5495, جیحون ,۴۵,۱۳۸۴,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
5496, اقدسیه ,۱۴۳,۱۳۹۷,۲,۱۳٬۰۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5497, چیتگر ,۱۲۰,۱۴۰۱,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
5498, شهران جنوبی ,۱۱۰,۱۴۰۱,۲,۷٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5499, استاد معین ,۱۰۰,۱۴۰۱,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5500, میرداماد ,۱۵۰,۱۴۰۱,۳,۱۴٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5501, میرداماد,۹۵,۱۳۹۰,۲,۸٬۸۳۵٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5502, شهرک راه‌آهن ,۲۰۱,۱۳۹۹,۳,۱۶٬۰۰۰٬۰۰۰٬۰۰۰,۱ از ۳,"(True,)","(True,)",True
5503, دریاچه شهدای خلیج فارس ,۱۷۱,۱۳۹۵,۳,۵۰۰,پارلمان غرب (شعبه ١),"(True,)","(True,)",True
5504, فرمانیه ,۱۸۵,۱۴۰۰,۳,۳۵٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5505, کوی فردوس ,۶۵,۱۳۹۳,۲,۴٬۶۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5506, اقدسیه ,۶۰۰,۱۴۰۱,+۴,۱۴۰٬۰۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5507, سرتخت ,۸۳,۱۳۸۵,۲,۳٬۳۲۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
5508, پونک ,۵۸,۱۳۸۴,۲,۳٬۴۰۰٬۰۰۰٬۰۰۰,۴,False,"(True,)",True
5509, پاسداران ,۱۲۰,۱۴۰۱,۲,۱۵٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5510, صفا,۴۰,۱۳۸۱,۱,۱٬۴۰۰٬۰۰۰٬۰۰۰,۲ از ۲,False,False,False
5511, شریف‌آباد,۷۵,۱۳۸۶,۱,۸۲۰٬۰۰۰٬۰۰۰,۳ از ۶,False,"(True,)",True
5512, الهیه ,۱۷۷,۱۳۸۸,۳,۲۸٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5513, جردن,۳۵۷,۱۳۷۷,۴,۱۷٬۹۰۰٬۰۰۰٬۰۰۰,۲ از ۲۰,"(True,)","(True,)",True
5514, کوهک ,۱۲۰,۱۴۰۱,۳,۸٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5515, شهرک غرب ,۱۵۰,۱۴۰۱,۳,۲۲٬۳۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5516, نیرو هوایی ,۸۵,۱۳۸۸,۱,۳٬۸۰۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
5517, پاسداران ,۱۳۰,۱۴۰۱,۲,۱۰٬۴۰۰٬۰۰۰٬۰۰۰,۱۱,"(True,)","(True,)",True
5518, هروی ,۱۹۴,۱۴۰۱,۳,۱۴٬۵۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5519, کوی فردوس ,۶۵,۱۳۸۱,۱,۳٬۳۵۰٬۰۰۰٬۰۰۰,۴ از ۴,False,"(True,)",True
5520, جنت‌آباد مرکزی ,۸۰,۱۳۸۰,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۲ از ۴,False,False,False
5521, جنت‌آباد شمالی ,۸۰,۱۳۸۵,۲,۳٬۷۰۰٬۰۰۰٬۰۰۰,۲ از ۴,False,False,False
5522, پاسداران ,۱۷۹,۱۴۰۱,۳,۱۴٬۳۲۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5523, الهیه ,۲۰۹,۱۳۸۹,۳,۳۷٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5524, سازمان برنامه ,۵۸,۱۳۸۷,۱,۳٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5525, الهیه ,۳۵۰,۱۳۹۵,۴,۶۳٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5526, حکمت ,۵۰,۱۳۸۴,۲,۶٬۶۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
5527, سعادت‌آباد ,۱۱۵,۱۴۰۰,۲,۱۰٬۷۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5528, نیاوران ,۲۰۰,۱۳۹۰,۳,۲۹٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5529, شهرک راه‌آهن ,۱۲۵,۱۳۹۸,۲,۵٬۹۰۰٬۰۰۰٬۰۰۰,۸ از ۲۱,"(True,)","(True,)",True
5530, هروی ,۱۶۰,۱۳۹۸,۳,۱۲٬۴۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5531, نیاوران ,۲۵۰۰,۱۳۷۵,+۴,۷۰۰۰,مسکن صاحبقرانیه,"(True,)","(True,)",True
5532, میرداماد ,۱۸۰,۱۴۰۰,۳,۱۷٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5533, سبلان ,۸۸,۱۳۹۷,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰,۶ از ۶,"(True,)","(True,)",True
5534, پاسداران ,۱۸۰,۱۳۸۳,۳,۱۳٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5535, شمس‌آباد ,۱۳۰,۱۳۹۱,۲,۸٬۷۵۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5536, امیرآباد ,۱۳۰,۱۴۰۱,۲,۱۳٬۶۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5537, دیلمان ,۸۲,۱۳۹۹,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5538, تهران‌سر ,۷۱,۱۳۹۲,۲,۳٬۵۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5539, امیرآباد ,۱۳۷,۱۳۹۹,۳,۱۱٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5540, جوادیه تهرانپارس ,۴۷,۱۳۹۴,۱,۲٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5541, چیتگر,۱۱۲,۱۴۰۱,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
5542, تجریش ,۱۵۰,۱۳۹۵,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5543, نیاوران ,۲۶۰,۱۳۹۶,۳,۴۳٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5544, الهیه ,۱۷۰,۱۳۷۵,۲,۱۹٬۵۵۰٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
5545, دریاچه شهدای خلیج فارس ,۱۱۸,۱۴۰۱,۲,۷٬۰۸۰٬۰۰۰٬۰۰۰,۲۰ از ۲۵,"(True,)","(True,)",True
5546, دریاچه شهدای خلیج فارس ,۱۲۶,۱۳۹۸,۲,۵٬۲۹۲٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5547, ولنجک ,۱۰۲,۱۴۰۰,۲,۱۳٬۷۷۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5548, سازمان برنامه,۸۵,۱۳۸۰,۲,۴٬۶۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
5549, پاسداران ,۲۵۵,۱۴۰۱,۳,۳۴٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5550, نیرو هوایی ,۴۰,۱۳۹۵,۲,۱٬۸۶۰٬۰۰۰٬۰۰۰,۴,"(True,)",False,False
5551, آجودانیه ,۱۴۹,۱۴۰۱,۳,۲۳٬۸۴۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5552, زعفرانیه ,۲۰۰,۱۳۹۳,۳,۳۰٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5553, کوی فردوس ,۶۷,۱۳۹۰,۲,۵٬۱۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5554, پاسداران ,۱۸۷,۱۴۰۱,۳,۱۴٬۰۲۵٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5555, جیحون ,۱۱۳,۱۳۷۵,۳,۲٬۸۰۰٬۰۰۰٬۰۰۰,۲,False,False,False
5556, پاسداران ,۱۵۵,۱۴۰۱,۳,۲۲٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5557, پاسداران ,۱۷۰,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5558, الهیه ,۲۱۵,۱۳۸۸,۳,۲۵٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5559, چیتگر ,۱۱۰,۱۴۰۱,۲,۱٬۹۲۵٬۰۰۰٬۰۰۰,۱۴,"(True,)","(True,)",True
5560, پاسداران ,۱۱۰,۱۴۰۱,۲,۸٬۸۰۰٬۰۰۰٬۰۰۰,۷ از ۱۱,"(True,)","(True,)",True
5561, دروس ,۱۲۰,۱۴۰۱,۲,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۸ از ۱۱,"(True,)","(True,)",True
5562, سعادت‌آباد ,۱۳۸,۱۳۹۵,۲,۱۴٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5563, بریانک ,۷۰,۱۳۸۳,۲,۲٬۲۵۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
5564, نواب ,۵۶,۱۳۹۳,۱,۲٬۳۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5565, دیلمان ,۱۹۰,۱۴۰۱,۳,۷٬۹۸۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5566, جنت‌آباد مرکزی ,۸۸,۱۳۹۹,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5567, تهران‌نو ,۵۷,۱۳۸۴,۱,۲٬۶۰۰٬۰۰۰٬۰۰۰,۳ از ۴,"(True,)",False,False
5568, سلسبیل ,۶۰,۱۳۸۲,۲,۲٬۸۵۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
5569, پیروزی,۹۰,۱۳۸۲,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,False,False
5570, شهران شمالی ,۹۲,۱۴۰۱,۲,۶٬۹۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5571, شهرک غرب ,۱۱۲,۱۳۹۹,۲,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۷ از ۷,"(True,)","(True,)",True
5572, سعادت‌آباد ,۱۰۵,۱۳۹۰,۲,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5573, علی‌آباد,۸۰,۱۳۸۱,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
5574, دریاچه شهدای خلیج فارس ,۱۱۹,۱۴۰۰,۳,۶٬۵۰۰٬۰۰۰٬۰۰۰,۱۴,"(True,)","(True,)",True
5575, هروی ,۱۵۰,۱۳۹۱,۳,۱۱٬۶۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5576, اقدسیه ,۲۵۰,۱۴۰۱,۳,۵۷٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۱۱,"(True,)","(True,)",True
5577, طرشت ,۱۰۷,۱۳۹۶,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5578, خلیج فارس,۶۳,۱۳۹۰,۱,۳۷۰٬۰۰۰٬۰۰۰,۲ از ۴,False,False,False
5579, سعادت‌آباد ,۱۷۰,۱۳۹۶,۳,۲۲٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5580, اباذر ,۱۱۵,۱۴۰۰,۲,۱۰٬۶۵۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5581, محمودیه ,۳۶۰,۱۳۸۸,۴,۵۰٬۴۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5582, زعفرانیه ,۲۵۰,۱۳۸۷,۴,۲۶٬۲۵۰٬۰۰۰٬۰۰۰,۴ از ۶,"(True,)","(True,)",True
5583, جیحون ,۸۰,۱۳۸۸,۲,۲٬۹۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)",False,False
5584, کوهک ,۱۶۷,۱۴۰۱,۳,۱۱٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5585, ولنجک ,۲۶۳,۱۴۰۱,۳,۸۴٬۱۶۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5586, هروی ,۹۰,۱۳۸۵,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5587, نیاوران,۲۲۲,۱۳۹۵,۳,۳۱٬۰۸۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5588, سعادت‌آباد ,۱۶۴,۱۴۰۱,۳,۲۴٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5589, کوهک ,۱۴۵,۱۳۹۰,۳,۵٬۴۰۰٬۰۰۰٬۰۰۰,۴ از ۸,"(True,)","(True,)",True
5590, نیرو هوایی ,۶۰,۱۳۸۳,۱,۲٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۴,"(True,)",False,False
5591, پاسداران ,۱۵۸,۱۳۹۹,۳,۱۹٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5592, زنجان,۵۵,۱۳۹۵,۱,۲٬۸۵۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5593, جنت‌آباد مرکزی ,۶۵,۱۳۹۲,۱,۴٬۶۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5594, نیاوران ,۳۸۰,۱۳۷۸,+۴,۱۷۰,فروزش,"(True,)","(True,)",True
5595, زعفرانیه ,۱۷۳,۱۳۸۸,۳,۲۵٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5596, صادقیه ,۲۲۷,۱۴۰۰,۳,۱۹٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5597, قیطریه,۱۷۵,۱۴۰۱,۳,۲۳٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5598, سعادت‌آباد ,۱۵۷,۱۳۹۲,۳,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۴,"(True,)","(True,)",True
5599, زعفرانیه ,۱۳۰,۱۳۹۱,۲,۱۶٬۹۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5600, خاوران ,۱۰۸,۱۴۰۰,۲,۱٬۲۹۶٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
5601, قیطریه ,۱۹۲,۱۳۸۲,۳,۱۷٬۶۰۰٬۰۰۰٬۰۰۰,۴ از ۶,"(True,)","(True,)",True
5602, تهرانپارس شرقی ,۱۰۰,۱۴۰۱,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5603, نیاوران ,۲۰۵,۱۳۹۷,۳,۲۸٬۸۰۰٬۰۰۰٬۰۰۰,۳ از ۶,"(True,)","(True,)",True
5604, ظفر ,۹۰,۱۳۹۳,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۴,"(True,)","(True,)",True
5605, فرمانیه ,۲۸۰,۱۳۷۵,۴,۶۰۰,مشاورين املاك فروهر,"(True,)","(True,)",True
5606, شهرآرا ,۱۰۵,۱۴۰۱,۲,۹٬۶۶۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5607, جنت‌آباد جنوبی ,۱۱۵,۱۳۸۶,۳,۷٬۲۵۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5608, جردن ,۱۹۰,۱۳۸۲,۴,۱۵٬۲۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
5609, یوسف‌آباد ,۶۵,۱۴۰۱,۱,۵٬۸۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5610, شهر زیبا ,۸۴,۱۳۹۶,۲,۵٬۳۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5611, زعفرانیه ,۲۶۰,۱۳۹۱,۳,۴۵٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5612, شمس‌آباد ,۹۶,۱۴۰۱,۲,۸٬۱۶۰٬۰۰۰٬۰۰۰,۲ از ۴,"(True,)","(True,)",True
5613, منیریه ,۱۲۰,۱۴۰۱,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5614, نیرو هوایی,۷۵,۱۳۹۵,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)",False,False
5615, اختیاریه ,۱۵۰,۱۳۹۳,۳,۱۱٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5616, دبستان ,۱۰۶,۱۳۹۸,۲,۷٬۳۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5617, ولنجک ,۲۳۰,۱۳۹۱,۳,۳۲٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5618, دکتر هوشیار,۵۸,۱۳۹۰,۲,۲٬۸۵۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5619, زعفرانیه ,۲۵۰,۱۳۹۶,۴,۳۳٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5620, فرمانیه ,۲۲۲,۱۴۰۱,۳,۳۲٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5621, پونک ,۶۶,۱۴۰۰,۱,۴٬۷۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5622, چیتگر,۲۵,۱۴۰۱,۲,۶۰۰٬۰۰۰٬۰۰۰,۲۴,"(True,)","(True,)",True
5623, قیطریه ,۱۳۵,۱۴۰۱,۳,۲۰٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5624, فرمانیه ,۲۲۰,۱۴۰۱,۳,۲۷٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5625, محمودیه ,۲۸۰,۱۳۸۵,+۴,۲۶٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5626, دریاچه شهدای خلیج فارس ,۱۲۵,۱۳۹۶,۳,۶٬۴۰۰٬۰۰۰٬۰۰۰,۳ از ۱۵,"(True,)","(True,)",True
5627, تهرانپارس غربی ,۱۸۷,۱۴۰۱,۳,۱۵٬۸۹۵٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
5628, پاسداران ,۱۳۱,۱۴۰۰,۳,۱۱٬۷۹۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5629, پونک ,۱۵۱,۱۳۸۹,۳,۱۰٬۴۱۹٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5630, جنت‌آباد شمالی ,۱۱۳,۱۴۰۰,۳,۷٬۶۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5631, جنت‌آباد مرکزی ,۸۷,۱۳۹۳,۲,۵٬۹۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5632, دریاچه شهدای خلیج فارس ,۱۱۲,۱۳۹۵,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰,۵ از ۲۰,"(True,)","(True,)",True
5633, شهر زیبا ,۱۲۹,۱۴۰۱,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۱۳ از ۱۳,"(True,)","(True,)",True
5634, سعادت‌آباد ,۱۱۰,۱۴۰۱,۲,۱۴٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5635, چیتگر ,۱۰۰,۱۴۰۱,۲,۱٬۳۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
5636, دهقان ,۸۴,قبل از ۱۳۷۰,۲,۴٬۳۰۰٬۰۰۰٬۰۰۰,۲,False,False,False
5637, هاشمی ,۹۳,۱۳۹۶,۲,۳٬۷۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5638, نیاوران ,۴۸۵,۱۳۹۹,۴,۱۵۰٬۰۰۰٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
5639, بریانک ,۴۰,۱۳۸۲,۱,۱٬۳۹۰٬۰۰۰٬۰۰۰,۲,False,False,False
5640, جیحون ,۵۱,۱۳۷۱,۱,۱٬۳۹۹٬۰۰۰٬۰۰۰,۲,False,False,False
5641, دریاچه شهدای خلیج فارس ,۷۸,۱۴۰۰,۱,۳٬۹۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5642, ظفر ,۴۸,۱۳۹۳,۱,۳٬۶۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5643, فرمانیه ,۳۶۵,۱۴۰۰,۴,۶۵٬۷۰۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
5644, نیاوران ,۱۵۶,۱۳۸۶,۳,۱۶٬۳۸۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5645, محمودیه ,۳۰۸,۱۳۸۶,۴,۴۶٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5646, جردن ,۱۳۵,۱۴۰۱,۲,۲۸٬۳۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5647, کوی فردوس ,۵۰,۱۳۸۲,۱,۳٬۱۰۰٬۰۰۰٬۰۰۰,۴,False,"(True,)",True
5648, الهیه ,۹۰,۱۴۰۱,۳,۱۸٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
