,district,area,year,rooms,value,floor,elevator,parking,warehouse
0, سهروردی ,۱۱۰,۱۳۹۴,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1, مرزداران ,۱۱۲,۱۳۸۲,۲,۶٬۷۵۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
2, سعادت‌آباد ,۱۶۰,۱۳۸۸,۳,۱۲٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
3, دروس ,۳۶۰,۱۳۹۲,۴,۵۲٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
4, زعفرانیه ,۲۹۰,۱۳۹۲,۴,۳۰٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5, علی‌آباد,۸۱,۱۳۸۵,۲,۱٬۸۶۳٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
6, استاد معین ,۴۸,۱۳۹۶,۱,۲٬۷۰۰٬۰۰۰٬۰۰۰,۴ از ۴,"(True,)","(True,)",True
7, شهران جنوبی ,۸۵,۱۳۹۶,۲,۵٬۱۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8, شهرک غرب ,۹۶,۱۴۰۱,۲,۱۱٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
9, شهرک غرب ,۱۴۰,۱۳۸۵,۳,۱۳٬۲۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
10, الهیه ,۱۷۰,۱۳۹۰,۳,۱۴٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۶,"(True,)","(True,)",True
11, چیتگر,۱۰۱,۱۴۰۱,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰,۱۰ از ۲۵,"(True,)","(True,)",True
12, میدان ولیعصر ,۱۴۴,۱۴۰۰,۳,۵٬۱۱۲٬۰۰۰٬۰۰۰,۶ از ۶,"(True,)","(True,)",True
13, ظفر ,۱۱۰,۱۴۰۰,۲,۱۰٬۷۰۰٬۰۰۰٬۰۰۰,۶ از ۶,"(True,)","(True,)",True
14, پیروزی ,۷۵,۱۳۸۷,۲,۲٬۹۰۰٬۰۰۰٬۰۰۰,۴ از ۴,False,"(True,)",True
15, پونک ,۱۵۳,۱۴۰۱,۳,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
16, سلیمانی ,۶۴,۱۳۸۱,۲,۱٬۷۴۵٬۰۰۰٬۰۰۰,۳,False,False,False
17, جیحون ,۳۹,۱۳۸۷,۱,۱٬۴۰۰٬۰۰۰٬۰۰۰,۲,False,False,False
18, جنت‌آباد جنوبی ,۱۰۷,۱۳۹۸,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
19, اقدسیه,۲۰۸,۱۳۸۳,۳,۲۵٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۷,"(True,)","(True,)",True
20, نیاوران ,۲۸۰,۱۳۸۰,۴,۶۰۰,مسکن میلاد,"(True,)","(True,)",True
21, جنت‌آباد مرکزی ,۶۸,۱۳۸۴,۲,۴٬۶۸۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
22, جیحون ,۵۲,۱۳۹۲,۱,۲٬۴۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
23, هروی ,۱۵۵,۱۴۰۱,۳,۱۵٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
24, هروی ,۱۶۷,۱۳۸۴,۳,۱۲٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
25, ولنجک ,۱۶۵,۱۴۰۰,۳,۲۲٬۲۷۵٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
26, قلهک ,۱۴۵,۱۳۷۱,۳,۹٬۰۰۰٬۰۰۰٬۰۰۰,۱ از ۳,False,False,False
27, سلسبیل ,۷۶,۱۳۸۹,۲,۲٬۹۹۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
28, طوس ,۶۶,۱۴۰۱,۲,۳٬۶۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
29, هفت چنار ,۹۲,۱۳۹۶,۲,۳٬۲۸۰٬۰۰۰٬۰۰۰,۱,"(True,)",False,False
30, سلسبیل ,۷۲,۱۳۸۵,۲,۲٬۶۵۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
31, سلسبیل ,۶۲,۱۳۹۱,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
32, اندیشه (شهر زیبا) ,۳۸,۱۳۹۶,۱,۱٬۲۵۰٬۰۰۰٬۰۰۰,۲ از ۶,"(True,)","(True,)",True
33, زعفرانیه ,۵۳۰,۱۴۰۱,۴,۱۰۸٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۱۵,"(True,)","(True,)",True
34, دریاچه شهدای خلیج فارس ,۱۶۵,۱۳۹۸,۳,۱۱٬۶۰۰٬۰۰۰٬۰۰۰,۲۰ از ۲۱,"(True,)","(True,)",True
35, کوهک ,۱۳۳,۱۴۰۱,۳,۷٬۹۸۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
36, نیاوران ,۲۰۰,۱۴۰۱,۳,۳۱٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
37, فرمانیه ,۲۷۵,۱۳۹۸,۴,۴۹٬۹۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
38, امیرآباد ,۹۷,۱۳۷۵,۲,۵٬۳۰۰٬۰۰۰٬۰۰۰,۳ از ۵,False,"(True,)",True
39, زعفرانیه ,۳۷۵,۱۳۸۵,۳,۴۱٬۰۰۰٬۰۰۰٬۰۰۰,۱۶,"(True,)","(True,)",True
40, دریاچه شهدای خلیج فارس ,۱۰۱,۱۳۹۲,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
41, جنت‌آباد شمالی ,۸۳,۱۳۸۵,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
42, چیتگر ,۱۲۰,۱۴۰۱,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
43, پونک ,۶۵,۱۳۸۲,۲,۳٬۸۵۰٬۰۰۰٬۰۰۰,۳ از ۴,False,"(True,)",True
44, جنت‌آباد جنوبی ,۵۲,۱۳۸۲,۱,۳٬۱۸۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
45, زعفرانیه ,۳۰۰,۱۴۰۱,۳,۵۴٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
46, امیرآباد ,۱۴۲,۱۴۰۱,۳,۱۴٬۹۳۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
47, پونک ,۶۵,۱۳۸۵,۱,۴٬۲۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
48, شهران شمالی ,۶۵,۱۴۰۱,۱,۴٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
49, هروی ,۱۷۷,۱۴۰۱,۳,۱۵٬۰۴۵٬۰۰۰٬۰۰۰,۳ از ۱۱,"(True,)","(True,)",True
50, جنت‌آباد مرکزی ,۷۱,۱۳۹۹,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
51, نیاوران ,۳۰۵,۱۳۹۶,۴,۳۱٬۹۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
52, نواب ,۹۷,۱۴۰۱,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
53, زعفرانیه ,۲۷۰,۱۳۹۱,۴,۳۵٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
54, آذربایجان ,۱۳۵,۱۳۹۹,۳,۶٬۲۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
55, مخصوص ,۶۰,۱۳۸۸,۲,۱٬۸۵۰٬۰۰۰٬۰۰۰,۱,False,False,False
56, سبلان ,۸۸,۱۴۰۱,۲,۳٬۶۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
57, جیحون ,۶۶,۱۳۹۵,۱,۲٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)",False,False
58, کن,۸۲,۱۳۸۵,۲,۳٬۸۵۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
59, اباذر ,۹۶,۱۴۰۰,۲,۷٬۶۸۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
60, ستارخان ,۱۰۵,۱۴۰۱,۲,۷٬۶۰۰٬۰۰۰٬۰۰۰,۴ از ۴,"(True,)","(True,)",True
61, مرزداران ,۹۶,۱۴۰۱,۲,۹٬۰۲۵٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
62, هروی ,۲۳۵,۱۴۰۱,۳,۲۱٬۲۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
63, بریانک ,۶۰,۱۳۷۸,۱,۱٬۷۰۰٬۰۰۰٬۰۰۰,۲,False,False,False
64, سازمان برنامه ,۳۷,۱۳۸۵,۱,۳٬۲۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
65, مرزداران ,۱۸۲,۱۴۰۱,۳,۲۳٬۶۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
66, مدائن,۱۵۰,۱۳۹۹,۳,۱۲٬۹۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
67, شوش ,۴۷,۱۳۹۳,۱,۱٬۲۸۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
68, کوی فردوس ,۷۹,۱۳۸۷,۲,۵٬۱۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
69, پونک ,۹۸,۱۳۸۶,۲,۵٬۶۰۰٬۰۰۰٬۰۰۰,همکف,False,"(True,)",True
70, سهروردی ,۲۰۰,۱۴۰۰,۳,۱۸٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
71, سهروردی ,۲۲۵,قبل از ۱۳۷۰,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰,۱ از ۳,"(True,)","(True,)",True
72, فرمانیه ,۱۹۸,۱۳۹۵,۳,۳۵٬۰۰۰٬۰۰۰٬۰۰۰,۶ از ۱۰,"(True,)","(True,)",True
73, اقدسیه ,۱۳۱,۱۴۰۰,۲,۹٬۹۴۱٬۷۵۰٬۰۰۰,۲,"(True,)","(True,)",True
74, هروی,۷۵,۱۴۰۱,۲,۶٬۴۰۰٬۰۰۰٬۰۰۰,۴ از ۲,"(True,)","(True,)",True
75, صادقیه ,۶۳,۱۳۸۷,۲,۳٬۹۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
76, شهران شمالی ,۶۳,۱۳۸۵,۲,۳٬۷۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
77, نیاوران ,۶۰۰,۱۳۸۶,+۴,۸۰٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
78, چیتگر ,۱۲۴,۱۴۰۰,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
79, سلسبیل ,۵۰,۱۳۹۸,۱,۲٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)",False,False
80, نیاوران ,۲۰۰,۱۴۰۱,۳,۴۹٬۹۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
81, پاسداران ,۷۵,۱۴۰۱,۱,۶٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
82, سازمان آب ,۸۹,۱۳۹۸,۲,۵٬۷۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
83, سعادت‌آباد ,۱۶۱,۱۴۰۱,۳,۲۱٬۳۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
84, پیروزی ,۱۰۷,۱۳۹۸,۱,۶٬۴۰۰٬۰۰۰٬۰۰۰,۴ از ۶,"(True,)","(True,)",True
85, اباذر ,۹۰,۱۳۸۱,۲,۶٬۴۵۰٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
86, قیطریه ,۱۶۰,۱۳۹۵,۳,۱۳٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
87, تهرانپارس غربی ,۲۱۶,۱۴۰۱,۳,۱۹٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
88, شهرک غرب ,۱۶۰,۱۳۸۰,۲,۲۴٬۰۰۰٬۰۰۰٬۰۰۰,۱۲ از ۱۸,"(True,)","(True,)",True
89, جیحون ,۵۷,۱۳۹۸,۱,۲٬۱۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)",False,False
90, فلاح ,۶۳,۱۳۹۴,۱,۲٬۰۷۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
91, اندیشه (شهر زیبا) ,۴۹,۱۳۹۶,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۷,"(True,)","(True,)",True
92, اقدسیه ,۲۴۵,۱۳۸۸,۳,۳۶٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
93, هاشمی ,۵۳,۱۳۸۲,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰,۳ از ۴,False,False,False
94, شهران جنوبی ,۶۱,۱۳۸۴,۲,۳٬۷۵۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
95, سلسبیل ,۴۰,۱۳۸۸,۱,۱٬۷۰۰٬۰۰۰٬۰۰۰,همکف,False,"(True,)",True
96, جنت‌آباد مرکزی ,۱۰۱,۱۳۹۱,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
97, سلسبیل ,۴۰,۱۳۸۹,۱,۱٬۷۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
98, شهران جنوبی ,۸۵,۱۳۸۲,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
99, پاتریس لومومبا ,۹۰,۱۳۸۱,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
100, نیلوفر ,۳۸۴,۱۳۹۳,+۴,۳۵٬۳۰۰٬۰۰۰٬۰۰۰,۳ از ۴,"(True,)","(True,)",True
101, ازگل ,۱۲۵,۱۳۹۷,۲,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
102, نیاوران ,۱۲۴,۱۳۹۶,۲,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
103, نیاوران ,۹۵,۱۳۹۳,۲,۹٬۴۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
104, ازگل ,۱۳۵,۱۳۸۶,۲,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۱ از ۸,"(True,)","(True,)",True
105, هروی ,۷۸,۱۳۹۳,۲,۷٬۰۲۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
106, دروس ,۱۴۵,۱۳۹۹,۳,۱۵٬۸۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
107, دریاچه شهدای خلیج فارس ,۱۹۶,۱۴۰۰,۳,۹٬۷۰۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
108, مبارک‌آباد بهشتی ,۷۶,۱۴۰۱,۲,۱٬۴۸۲٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
109, پونک ,۹۰,۱۳۸۸,۲,۶٬۶۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
110, چیتگر ,۱۲۰,۱۴۰۱,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰,۱۶,"(True,)","(True,)",True
111, سلسبیل ,۶۳,۱۳۹۳,۱,۲٬۴۰۰٬۰۰۰٬۰۰۰,۴,"(True,)",False,False
112, جی ,۵۶,۱۳۷۶,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰,۲,False,False,False
113, شهرک پرواز ,۸۰,۱۳۸۲,۲,۴٬۷۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
114, کوهک ,۱۰۰,۱۴۰۱,۲,۵٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
115, میرداماد ,۱۲۵,۱۳۹۱,۳,۱۲٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
116, پونک ,۸۰,۱۴۰۱,۲,۸٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
117, شهران شمالی ,۱۰۳,۱۳۸۹,۲,۶٬۵۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
118, سعادت‌آباد ,۱۳۳,۱۳۹۹,۳,۱۳٬۲۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
119, نیاوران,۱۷۵,۱۳۹۵,۳,۲۶٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۸,"(True,)","(True,)",True
120, کوی فردوس ,۱۴۳,۱۳۸۵,۳,۹٬۵۰۰٬۰۰۰٬۰۰۰,همکف,"(True,)","(True,)",True
121, آذربایجان ,۶۱,۱۳۷۷,۱,۱٬۹۹۰٬۰۰۰٬۰۰۰,۳ از ۳,False,False,False
122, کوی فردوس ,۱۰۵,۱۴۰۱,۳,۷٬۳۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
123, شادمهر ,۱۱۷,قبل از ۱۳۷۰,۲,۳٬۸۵۰٬۰۰۰٬۰۰۰,۱ از ۳,False,False,False
124, سازمان آب ,۶۵,۱۳۹۷,۱,۵٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
125, پونک ,۱۱۱,۱۳۹۷,۲,۹٬۹۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
126, محمودیه ,۱۳۴,۱۳۸۸,۲,۱۷٬۴۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
127, شهران شمالی ,۶۱,۱۳۸۳,۱,۳٬۷۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
128, سعادت‌آباد ,۱۱۴,۱۳۸۸,۲,۱۰٬۰۳۲٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
129, سعادت‌آباد ,۱۴۱,۱۳۹۵,۳,۱۷٬۲۰۲٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
130, سعادت‌آباد ,۲۵۰,۱۴۰۱,۳,۴۳٬۷۵۰٬۰۰۰٬۰۰۰,۱۱,"(True,)","(True,)",True
131, سعادت‌آباد ,۲۱۷,۱۳۸۸,۳,۳۰٬۳۸۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
132, سلسبیل ,۶۳,۱۳۹۰,۱,۲٬۹۰۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
133, سازمان برنامه ,۱۲۰,۱۳۹۲,۳,۷٬۷۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
134, کامرانیه ,۲۲۹,۱۴۰۱,۳,۶۵٬۰۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
135, اندیشه (شهر زیبا) ,۵۷,۱۴۰۰,۱,۸۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
136, جی ,۹۴,۱۴۰۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
137, کوهک ,۱۴۰,۱۴۰۱,۳,۱۱٬۲۰۰٬۰۰۰٬۰۰۰,۱ از ۳,"(True,)","(True,)",True
138, چیتگر ,۱۲۰,۱۴۰۱,۳,۳٬۱۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
139, نیاوران ,۳۶۶,۱۴۰۰,۴,۷۰٬۰۰۰٬۰۰۰٬۰۰۰,۶ از ۷,"(True,)","(True,)",True
140, اقدسیه ,۴۲۱,۱۴۰۱,۴,۱۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
141, هروی ,۲۰۵,۱۴۰۱,۳,۲۱٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
142, سعادت‌آباد ,۲۷۰,۱۴۰۰,۳,۴۴٬۵۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
143, نیاوران ,۲۱۰,۱۳۹۶,۳,۳۱٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۶,"(True,)","(True,)",True
144, سعادت‌آباد,۱۷۵,۱۳۹۹,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
145, اقدسیه ,۲۲۶,۱۳۹۹,۳,۶۲٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
146, کوی فردوس ,۱۱۲,۱۴۰۰,۲,۸٬۷۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
147, کوی فردوس ,۱۴۶,۱۴۰۰,۳,۱۰٬۸۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
148, کوی فردوس ,۹۰,۱۳۹۴,۲,۵٬۹۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
149, سعادت‌آباد ,۱۳۵,۱۳۹۵,۳,۱۶٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
150, کوی فردوس ,۱۱۰,۱۴۰۰,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
151, دروس ,۲۶۷,۱۳۹۸,۳,۳۸٬۷۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
152, اندیشه (شهر زیبا) ,۴۰,۱۳۹۵,۱,۸۲۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
153, خاوران,۵۸,۱۳۸۶,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
154, اندیشه (شهر زیبا) ,۷۰,۱۳۸۹,۲,۱٬۸۸۰٬۰۰۰٬۰۰۰,۲ از ۳,False,"(True,)",True
155, چیتگر ,۵۰,۱۴۰۱,۲,۷۸۰٬۰۰۰٬۰۰۰,۲۹,"(True,)","(True,)",True
156, گیشا (کوی نصر) ,۱۸۳,۱۳۹۶,۳,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
157, قیطریه ,۵۰,۱۳۸۲,۲,۶٬۶۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
158, هروی ,۲۴۰,۱۴۰۱,۳,۲۴٬۵۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
159, صادقیه,۱۵۰,۱۳۹۷,۳,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
160, دریاچه شهدای خلیج فارس ,۸۵,۱۴۰۰,۲,۵٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
161, پونک ,۹۵,۱۳۸۷,۲,۵٬۹۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
162, ارم ,۷۶,۱۳۸۸,۲,۴٬۸۵۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
163, شهر زیبا ,۹۱,۱۳۸۴,۲,۴٬۴۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
164, پونک,۶۲,۱۳۸۴,۲,۳٬۲۵۰٬۰۰۰٬۰۰۰,۴,False,"(True,)",True
165, قیطریه ,۱۵۰,۱۴۰۱,۳,۲۲٬۵۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
166, نواب ,۹۹,۱۳۹۸,۲,۳٬۲۵۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
167, شهرک غرب ,۱۴۵,۱۳۸۳,۳,۱۱٬۳۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
168, شهرک غرب ,۱۳۰,۱۳۸۳,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
169, هروی ,۱۲۵,۱۳۸۶,۳,۹٬۳۷۵٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
170, کوی فردوس ,۱۳۲,۱۳۸۳,۳,۷٬۹۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
171, سلسبیل ,۶۴,قبل از ۱۳۷۰,۲,۲٬۲۸۰٬۰۰۰٬۰۰۰,۱ از ۳,False,False,False
172, جیحون ,۵۳,۱۳۸۴,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰,۲ از ۴,False,"(True,)",True
173, کوی مهران ,۱۲۰,۱۳۸۱,۲,۹٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
174, ونک,۱۵۴,۱۴۰۱,۳,۱۵٬۴۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
175, سازمان برنامه ,۱۸۵,۱۴۰۰,۳,۲۲٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
176, کوی فردوس ,۱۴۰,۱۴۰۰,۳,۱۱٬۳۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
177, سوهانک ,۱۶۵,۱۳۹۴,۳,۱۳٬۹۰۰٬۰۰۰٬۰۰۰,۵ از ۱۰,"(True,)","(True,)",True
178, مرزداران ,۷۵,۱۴۰۱,۲,۶٬۷۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
179, جنت‌آباد شمالی ,۶۹,۱۳۸۰,۱,۴٬۰۰۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
180, جی ,۴۷,۱۳۸۷,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰,۳,False,False,False
181, سعادت‌آباد ,۱۳۵,۱۳۹۶,۲,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
182, دکتر هوشیار ,۶۳,۱۳۹۴,۲,۳٬۲۶۰٬۰۰۰٬۰۰۰,۳,"(True,)",False,False
183, دریاچه شهدای خلیج فارس ,۱۰۳,۱۳۹۳,۲,۴٬۷۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
184, سلسبیل,۶۰,۱۳۸۶,۲,۲٬۵۵۰٬۰۰۰٬۰۰۰,۱ از ۴,False,False,False
185, جنت‌آباد شمالی ,۱۲۰,۱۴۰۱,۲,۹٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
186, شهران جنوبی ,۸۰,۱۳۸۵,۲,۳٬۸۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
187, جنت‌آباد مرکزی ,۱۳۲,۱۳۸۵,۳,۷٬۶۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
188, قیطریه,۱۲۵,۱۴۰۱,۲,۱۶٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۴,"(True,)","(True,)",True
189, زعفرانیه ,۱۵۵,۱۳۹۵,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
190, نواب ,۴۶,۱۳۸۴,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
