,district,area,year,rooms,value,floor,elevator,parking,warehouse
1863, چیتگر ,۱۰۰,۱۴۰۱,۲,۱٬۲۵۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
1864, مجیدیه,۷۳,۱۳۸۲,۲,۲٬۹۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,False,False
1865, آجودانیه ,۱۵۰,۱۴۰۰,۳,۲۴٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1866, جنت‌آباد مرکزی ,۶۶,۱۳۹۹,۱,۵٬۳۰۰٬۰۰۰٬۰۰۰,+۳۰,"(True,)","(True,)",True
1867, تهرانپارس شرقی ,۶۷,۱۳۹۰,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1868, زنجان ,۶۴,۱۴۰۱,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
1869, سعادت‌آباد ,۸۰,۱۳۹۹,۲,۷٬۲۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
1870, گیشا (کوی نصر) ,۸۰,۱۳۸۱,۱,۴٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)",False,False
1871, شمس‌آباد ,۱۵۰,۱۴۰۱,۳,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1872, هروی ,۱۴۷,۱۳۹۴,۳,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1873, شمس‌آباد ,۱۳۵,۱۳۹۳,۳,۱۰٬۱۲۵٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1874, هروی ,۱۰۹,۱۳۸۳,۲,۸٬۹۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
1875, هروی,۱۰۹,۱۳۹۵,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
1876, پاسداران,۲۰۰,۱۳۸۴,۳,۱۷٬۲۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
1877, سهروردی ,۷۶,۱۴۰۱,۲,۷٬۴۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
1878, جنت‌آباد جنوبی ,۹۶,۱۳۸۴,۲,۵٬۸۵۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
1879, جنت‌آباد شمالی ,۸۰,۱۳۹۶,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1880, جنت‌آباد جنوبی ,۱۱۵,۱۳۹۸,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1881, نارمک ,۱۷۹,۱۴۰۱,۳,۱۳٬۴۲۵٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
1882, جنت‌آباد مرکزی ,۵۵,۱۳۸۵,۱,۴٬۱۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
1883, آذربایجان,۴۸,۱۳۹۸,۱,۲٬۴۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)",False,False
1884, جیحون ,۵۵,۱۴۰۱,۱,۲٬۶۵۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
1885, جنت‌آباد شمالی ,۵۶,۱۳۸۴,۱,۴٬۱۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
1886, فاطمی ,۱۴۵,۱۳۷۱,۳,۶٬۷۰۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
1887, پاسداران ,۱۳۰,۱۴۰۱,۳,۱۰٬۴۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
1888, هاشمی ,۷۲,۱۴۰۰,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)",False,False
1889, تهرانپارس شرقی ,۱۰۵,۱۴۰۱,۲,۱٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1890, نارمک ,۱۰۵,۱۴۰۱,۲,۲٬۲۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1891, سعادت‌آباد ,۱۰۵,۱۳۸۵,۲,۹٬۶۵۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
1892, مرزداران,۷۶,۱۳۸۰,۲,۳٬۸۰۰٬۰۰۰٬۰۰۰,۱,False,False,False
1893, شهرک غرب,۱۹۶,۱۳۸۶,۳,۲۰٬۶۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1894, طرشت ,۷۲,۱۳۹۱,۲,۴٬۹۵۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
1895, سلسبیل ,۴۰,۱۳۷۸,۱,۱٬۳۸۰٬۰۰۰٬۰۰۰,۳,False,False,False
1896, هروی,۸۷,۱۳۹۶,۲,۸٬۱۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1897, شهرک غرب,۲۰۷,۱۳۸۷,۳,۲۶٬۵۵۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
1898, زعفرانیه ,۱۲۵,۱۳۹۵,۲,۱۷٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1899, میرداماد ,۱۵۵,۱۳۸۵,۳,۱۲٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1900, میرداماد ,۱۶۰,۱۳۸۳,۳,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1901, شهر زیبا ,۱۰۳,۱۳۹۰,۲,۶٬۹۸۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1902, استاد معین ,۱۰۰,۱۳۹۸,۲,۴٬۳۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1903, شهرک غرب,۲۰۵,۱۳۷۱,۳,۲۳٬۰۰۰٬۰۰۰٬۰۰۰,۱۸,"(True,)","(True,)",True
1904, قیطریه ,۱۰۸,۱۳۹۴,۲,۱۱٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1905, قیطریه ,۱۳۸,۱۴۰۱,۳,۱۸٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1906, هروی ,۱۰۹,۱۴۰۱,۳,۱۰٬۷۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1907, سازمان برنامه,۶۵,۱۳۸۳,۲,۳٬۷۰۰٬۰۰۰٬۰۰۰,۳ از ۴,False,"(True,)",True
1908, هروی ,۱۵۰,۱۴۰۱,۳,۱۴٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1909, پونک ,۶۰,۱۴۰۱,۱,۴٬۴۷۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
1910, شهرک غرب,۱۹۵,۱۳۹۰,۳,۴۶٬۹۰۰٬۰۰۰٬۰۰۰,۱۸,"(True,)","(True,)",True
1911, شهران شمالی ,۱۴۵,۱۴۰۱,۳,۱۰٬۹۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1912, هروی ,۱۵۸,۱۳۹۰,۳,۱۱٬۳۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1913, فاطمی ,۷۵,۱۳۹۴,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1914, ابوذر (منطقه ۱۵) ,۶۵,۱۳۸۳,۱,۲٬۲۵۰٬۰۰۰٬۰۰۰,۲,False,False,False
1915, هروی ,۱۸۲,۱۴۰۱,۳,۱۳٬۶۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1916, شهر زیبا ,۵۰,۱۳۸۹,۱,۴٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۴,"(True,)","(True,)",True
1917, شهران شمالی ,۶۸,۱۴۰۱,۲,۴٬۸۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1918, بهار ,۱۱۸,۱۴۰۱,۳,۹٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1919, دریاچه شهدای خلیج فارس ,۱۲۷,۱۴۰۱,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰,۲۸,"(True,)","(True,)",True
1920, چیتگر ,۵۰,۱۴۰۱,بدون اتاق,۸۰۵٬۰۰۰٬۰۰۰,۲۴,"(True,)","(True,)",True
1921, دروس ,۱۹۶,۱۳۸۴,۳,۱۳٬۶۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
1922, پاسداران ,۱۹۰,۱۳۸۴,۳,۱۷٬۱۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1923, پاسداران,۱۸۰,۱۴۰۱,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۱۱,"(True,)","(True,)",True
1924, زعفرانیه ,۲۰۰,۱۳۹۹,۳,۴۰٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1925, دریاچه شهدای خلیج فارس ,۱۰۰,۱۴۰۱,۲,۱٬۷۵۰٬۰۰۰٬۰۰۰,۱۲,"(True,)","(True,)",True
1926, سعادت‌آباد ,۱۱۵,۱۳۹۲,۳,۱۱٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
1927, سازمان برنامه,۹۹,۱۳۸۶,۲,۶٬۵۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1928, مرزداران ,۱۲۵,۱۴۰۱,۳,۱۳٬۷۵۰٬۰۰۰٬۰۰۰,۴ از ۷,"(True,)","(True,)",True
1929, جنت‌آباد جنوبی ,۱۱۸,۱۴۰۰,۳,۸٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1930, سازمان برنامه ,۹۹,۱۳۸۶,۲,۶٬۴۸۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1931, میرداماد,۱۲۷,۱۳۸۴,۲,۱۰٬۸۵۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
1932, سلسبیل ,۴۵,۱۳۸۳,۱,۱٬۷۵۰٬۰۰۰٬۰۰۰,همکف از ۴,False,False,False
1933, هروی ,۱۱۴,۱۴۰۰,۲,۱۲٬۶۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1934, صادقیه ,۱۱۱,۱۳۷۶,۲,۵٬۴۵۰٬۰۰۰٬۰۰۰,۴ از ۴,False,"(True,)",True
1935, بهار ,۹۵,۱۴۰۱,۲,۶٬۹۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1936, سهروردی ,۱۸۵,۱۴۰۱,۳,۱۳٬۸۸۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1937, نیاوران ,۳۲۰,۱۳۹۰,۴,۳۰٬۰۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
1938, بهار ,۱۲۴,۱۴۰۱,۲,۹٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1939, کوی فردوس ,۹۵,۱۳۸۴,۲,۵٬۷۲۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1940, قیطریه ,۱۱۵,۱۳۸۴,۲,۸٬۷۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1941, شهران شمالی ,۶۰,۱۳۸۸,۱,۴٬۱۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1942, جنت‌آباد جنوبی ,۳۳۰,۱۴۰۱,+۴,۳۳٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1943, جنت‌آباد شمالی ,۱۳۵,۱۴۰۱,۳,۹٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1944, جنت‌آباد مرکزی ,۱۰۰,۱۳۹۶,۲,۶٬۴۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1945, جنت‌آباد شمالی ,۱۱۵,۱۴۰۰,۳,۸٬۳۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1946, جنت‌آباد مرکزی ,۱۱۳,۱۳۹۵,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1947, جنت‌آباد مرکزی ,۱۸۰,۱۳۹۳,۳,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1948, سازمان برنامه ,۱۴۵,۱۴۰۱,۳,۱۲٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1949, جنت‌آباد شمالی ,۱۶۰,۱۴۰۱,۳,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1950, جنت‌آباد مرکزی ,۱۴۵,۱۴۰۱,۳,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1951, جنت‌آباد جنوبی ,۹۵,۱۳۹۰,۲,۶٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1952, جنت‌آباد جنوبی ,۳۳۰,۱۴۰۱,۲,۱۰۰,املاک بزرگ تاج محل,"(True,)","(True,)",True
1953, جنت‌آباد جنوبی ,۱۲۵,۱۳۹۹,۲,۹٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1954, جنت‌آباد شمالی ,۱۱۷,۱۳۹۹,۳,۷٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1955, جنت‌آباد جنوبی ,۱۳۰,۱۳۹۵,۳,۹٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1956, جنت‌آباد مرکزی ,۱۱۵,۱۴۰۱,۳,۸٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1957, ولنجک ,۱۶۰,۱۴۰۱,۳,۳۸٬۰۰۰٬۰۰۰٬۰۰۰,۱۲ از ۱۸,"(True,)","(True,)",True
1958, جنت‌آباد مرکزی ,۱۲۵,۱۳۹۳,۳,۸٬۰۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1959, دریان‌نو ,۷۷,۱۴۰۱,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
1960, صادقیه,۱۱۱,۱۳۹۷,۳,۸٬۸۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
1961, شهرک غرب,۲۵۴,۱۳۸۳,۴,۲۵٬۶۰۰٬۰۰۰٬۰۰۰,۱۲,"(True,)","(True,)",True
1962, جنت‌آباد جنوبی ,۱۰۳,۱۳۸۱,۲,۵٬۷۹۰٬۰۰۰٬۰۰۰,۲,False,False,False
1963, شیرازی ,۱۱۰,۱۳۹۳,۲,۹٬۴۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1964, کوی فردوس ,۵۴,۱۳۸۹,۱,۳٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1965, بهار ,۱۱۵,۱۳۹۵,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1966, شهران شمالی ,۴۸,۱۳۸۲,۱,۳٬۵۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
1967, جردن ,۱۴۵,۱۳۸۵,۳,۱۳٬۹۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1968, امیرآباد ,۱۳۵,۱۴۰۱,۳,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1969, جنت‌آباد شمالی ,۷۹,۱۳۸۴,۲,۴٬۲۵۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
1970, جنت‌آباد جنوبی ,۷۵,۱۳۸۲,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1971, نارمک ,۶۸,۱۳۸۹,۲,۲٬۹۵۰٬۰۰۰٬۰۰۰,۱ از ۴,False,False,False
1972, جنت‌آباد شمالی ,۱۱۶,۱۳۹۹,۳,۷٬۷۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1973, جیحون,۹۱,۱۳۹۱,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1974, جردن ,۱۱۷,۱۳۸۲,۲,۹٬۷۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1975, جیحون ,۸۴,۱۳۸۶,۲,۲٬۷۴۰٬۰۰۰٬۰۰۰,۴ از ۴,False,False,False
1976, نیاوران,۱۱۲,۱۳۹۱,۲,۱۶٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۴,"(True,)","(True,)",True
1977, بهار ,۷۵,۱۳۷۱,۲,۳٬۴۰۰٬۰۰۰٬۰۰۰,۳,False,False,False
1978, دروس ,۱۰۸,۱۳۸۵,۲,۱۰٬۷۵۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
1979, هروی ,۱۲۹,۱۳۹۴,۳,۱۱٬۲۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
1980, پاسداران ,۱۱۲,۱۳۹۹,۲,۹٬۷۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1981, پاسداران ,۲۱۵,۱۴۰۱,۳,۳۰٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
1982, جنت‌آباد شمالی ,۱۰۷,۱۳۸۲,۲,۵٬۷۸۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
1983, هروی ,۱۶۰,۱۳۸۵,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
1984, بهار ,۶۵,۱۳۸۰,۲,۲٬۸۵۰٬۰۰۰٬۰۰۰,۱,False,False,False
1985, استاد معین ,۵۸,۱۴۰۰,۱,۲٬۸۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1986, ظفر,۱۰۳,۱۳۸۸,۳,۹٬۷۵۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
1987, کوی فردوس ,۶۵,۱۳۹۶,۲,۴٬۳۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1988, شهران شمالی,۷۳,۱۳۸۰,۲,۳٬۷۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1989, زعفرانیه ,۲۳۷,۱۴۰۰,۳,۶۱٬۱۴۶٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1990, کوی فردوس ,۹۷,۱۳۸۸,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
1991, نیاوران ,۲۴۰,۱۳۹۸,۴,۴۲٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
1992, پاسداران ,۱۱۳,۱۴۰۱,۲,۹٬۶۴۹٬۰۷۰٬۰۰۰,۷,"(True,)","(True,)",True
1993, شهرک غرب ,۱۰۰,۱۳۸۸,۳,۹٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1994, چیتگر ,۱۳۹,۱۴۰۱,۳,۲٬۳۶۳٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
1995, یوسف‌آباد ,۱۲۵,۱۳۹۶,۳,۱۱٬۳۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
1996, ظفر,۱۲۵,۱۴۰۱,۳,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
1997, شهران جنوبی ,۷۰,۱۳۸۲,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
1998, شهران شمالی ,۷۲,۱۳۸۵,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
1999, اندیشه (شهر زیبا) ,۶۶,۱۳۹۶,۲,۱٬۷۱۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
2000, عباس‌آباد ,۹۲,۱۴۰۱,۲,۶٬۹۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
2001, سهروردی ,۱۰۰,۱۳۹۶,۲,۸٬۱۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
2002, سهروردی ,۱۶۰,۱۳۹۱,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
2003, عباس‌آباد ,۷۳,۱۴۰۱,۲,۵٬۴۷۵٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
2004, حشمتیه ,۹۸,۱۴۰۱,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
2005, نیلوفر ,۹۰,۱۴۰۱,۲,۱۰٬۳۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
2006, ستارخان,۴۳,۱۳۸۲,۱,۲٬۳۰۰٬۰۰۰٬۰۰۰,زیرهمکف,False,"(True,)",True
2007, بریانک ,۴۷,۱۳۸۹,۱,۱٬۵۵۰٬۰۰۰٬۰۰۰,۴,False,"(True,)",True
2008, سنایی ,۱۹۹,۱۴۰۱,۳,۱۵٬۹۲۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
2009, دریان‌نو ,۸۵,۱۳۷۸,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
2010, شهران شمالی ,۹۳,۱۴۰۱,۲,۶٬۹۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
2011, سهروردی ,۸۵,۱۴۰۱,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
2012, میرداماد ,۸۰,۱۳۹۵,۱,۷٬۲۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
2013, دریان‌نو ,۹۰,۱۳۹۰,۲,۴٬۹۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
2014, هاشمی,۶۱,۱۳۸۰,۱,۱٬۸۸۰٬۰۰۰٬۰۰۰,۳ از ۴,False,False,False
2015, بریانک ,۴۵,۱۳۹۲,۱,۱٬۵۵۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)",False,False
2016, آذربایجان ,۱۵۰,۱۴۰۱,۳,۷٬۱۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
2017, یوسف‌آباد ,۱۲۱,۱۴۰۱,۲,۱۲٬۷۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
2018, پاسداران ,۱۰۶,۱۴۰۱,۲,۸٬۴۸۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
2019, سعادت‌آباد ,۱۳۰,۱۴۰۱,۲,۲۱٬۱۹۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
2020, شهران شمالی ,۶۴,۱۴۰۰,۱,۴٬۶۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
2021, نیاوران ,۱۲۷,۱۳۸۸,۲,۱۲٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
2022, ونک ,۱۴۵,۱۳۸۶,۳,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
2023, چیتگر ,۲۰,۱۴۰۱,بدون اتاق,۳۶۲٬۰۰۰٬۰۰۰,۱۹,"(True,)","(True,)",True
2024, پاسداران ,۲۶۷,۱۴۰۰,۳,۳۸٬۷۱۵٬۰۰۰٬۰۰۰,۵ از ۶,"(True,)","(True,)",True
2025, مرزداران ,۹۵,۱۳۹۹,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
2026, جردن ,۱۲۵,۱۳۸۶,۲,۱۰٬۹۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
2027, ستارخان ,۱۰۰,۱۳۸۰,۲,۵٬۸۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
2028, افسریه ,۷۳,۱۳۸۹,۲,۲٬۲۶۵٬۰۰۰٬۰۰۰,۲ از ۴,False,False,False
2029, سیدخندان ,۱۶۵,۱۴۰۱,۲,۱۳٬۸۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
2030, جنت‌آباد جنوبی ,۸۵,۱۳۹۵,۲,۵٬۸۵۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
2031, دریاچه شهدای خلیج فارس ,۸۷,۱۳۹۵,۲,۴٬۸۱۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
2032, دریاچه شهدای خلیج فارس ,۹۰,۱۳۹۷,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
2033, دریاچه شهدای خلیج فارس ,۱۴۶,۱۳۹۳,۳,۸٬۰۰۰٬۰۰۰٬۰۰۰,۱۴,"(True,)","(True,)",True
2034, شهران شمالی ,۱۱۰,۱۳۹۳,۲,۷٬۶۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
2035, هروی ,۱۳۸,۱۳۹۹,۳,۱۳٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
2036, نیاوران ,۱۷۰,۱۴۰۱,۳,۲۴٬۰۵۰٬۰۰۰٬۰۰۰,۴ از ۴,"(True,)","(True,)",True
2037, سعادت‌آباد,۱۴۳,۱۳۹۰,۳,۱۴٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۱۱,"(True,)","(True,)",True
2038, آذربایجان ,۱۴۵,۱۴۰۱,۳,۷٬۵۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
2039, توانیر,۱۳۰,۱۳۹۱,۳,۹٬۱۰۰٬۰۰۰٬۰۰۰,۱ از ۸,"(True,)","(True,)",True
2040, فرمانیه ,۱۲۵,۱۴۰۱,۳,۱۵٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
2041, جردن ,۱۵۵,۱۳۸۵,۳,۱۳٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
2042, دریاچه شهدای خلیج فارس ,۱۷۰,۱۴۰۱,۳,۴٬۳۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
2043, پونک ,۷۵,۱۴۰۱,۲,۵٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
2044, جنت‌آباد شمالی ,۱۲۰,۱۴۰۱,۲,۸٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
2045, هاشمی ,۵۷,قبل از ۱۳۷۰,۱,۱٬۲۸۰٬۰۰۰٬۰۰۰,همکف از ۳,False,False,False
2046, چیتگر ,۱۳۰,۱۴۰۱,۳,۱٬۵۶۰٬۰۰۰٬۰۰۰,۱۲ از ۱۶,"(True,)","(True,)",True
2047, سلسبیل ,۶۶,۱۳۸۳,۲,۲٬۵۰۰٬۰۰۰٬۰۰۰,۲ از ۴,False,False,False
2048, جنت‌آباد مرکزی ,۱۲۱,۱۴۰۱,۲,۹٬۴۸۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
2049, پاتریس لومومبا ,۷۰,۱۳۸۹,۴,۴٬۶۰۰٬۰۰۰٬۰۰۰,۴,False,"(True,)",True
