,district,area,year,rooms,value,floor,elevator,parking,warehouse
35, شهرک نفت (منطقه ۵) ,۶۱,۱۳۸۶,۱,۴٬۱۶۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
36, سعادت‌آباد ,۷۲,۱۳۸۸,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
37, دهکده المپیک ,۱۱۰,۱۴۰۱,۲,۳٬۴۱۰٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
38, آجودانیه ,۲۲۰,۱۴۰۱,۳,۳۶٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
39, کوهک ,۱۵۶,۱۳۹۲,۳,۹٬۳۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
40, پاسداران ,۱۶۰,۱۴۰۱,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
41, جنت‌آباد مرکزی,۸۴,۱۳۹۶,۲,۶٬۲۵۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
42, اقدسیه,۳۸۰,۱۳۹۶,۴,۶۷٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۸,"(True,)","(True,)",True
43, اقدسیه ,۲۶۰,۱۳۹۸,۳,۵۸٬۰۵۰٬۰۰۰٬۰۰۰,همکف از ۸,"(True,)","(True,)",True
44, شهرک نفت (منطقه ۵) ,۷۸,۱۳۸۲,۲,۴٬۹۰۰٬۰۰۰٬۰۰۰,۱,"(True,)",False,False
45, مولوی ,۹۳,۱۳۹۸,۲,۳٬۴۴۱٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
46, دریاچه شهدای خلیج فارس ,۱۳۰,۱۴۰۰,۲,۴٬۸۵۰٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
47, اختیاریه ,۱۵۰,۱۴۰۱,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
48, دریاچه شهدای خلیج فارس ,۸۵,۱۴۰۱,۱,۲٬۶۳۵٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
49, چیتگر ,۱۱۳,۱۴۰۱,۲,۴٬۸۸۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
50, شهر زیبا ,۱۰۵,۱۳۹۷,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
51, نیاوران ,۱۲۷,۱۳۸۷,۲,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
52, اندیشه (شهر زیبا) ,۱۶۸,۱۴۰۱,۳,۳٬۸۸۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
53, مرزداران ,۱۴۵,۱۴۰۱,۳,۱۰٬۹۰۰٬۰۰۰٬۰۰۰,۳ از ۸,"(True,)","(True,)",True
54, سعادت‌آباد ,۱۷۵,۱۳۸۵,۳,۲۲٬۸۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
55, مهرآباد جنوبی ,۸۰,۱۳۸۸,۲,۲٬۵۰۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
56, عبدل‌آباد ,۶۰,۱۳۷۵,۱,۶۰,شخصی,False,"(True,)",True
57, ولنجک ,۲۰۶,۱۴۰۰,۳,۴۷٬۳۸۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
58, چیتگر ,۵۰,۱۴۰۱,۴,۸۰۰٬۰۰۰٬۰۰۰,۲۸,"(True,)","(True,)",True
59, هروی ,۱۶۰,۱۴۰۱,۳,۱۸٬۴۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
60, سلسبیل ,۶۳,۱۳۷۶,۱,۲٬۲۰۰٬۰۰۰٬۰۰۰,۱ از ۳,False,"(True,)",True
61, دریاچه شهدای خلیج فارس ,۱۴۵,۱۳۹۷,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
62, مبارک‌آباد بهشتی ,۹۰,۱۴۰۱,۲,۱٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
63, چیتگر ,۹۰,۱۴۰۰,۲,۱٬۲۰۰٬۰۰۰٬۰۰۰,۱۴,"(True,)","(True,)",True
64, جنت‌آباد جنوبی ,۹۴,۱۳۸۵,۲,۵٬۸۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
65, کامرانیه ,۳۰۰,۱۳۸۷,۴,۳۲٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
66, لویزان,۱۶۴,۱۴۰۱,۳,۱۲٬۶۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
67, شمس‌آباد ,۹۷,۱۴۰۰,۲,۷٬۴۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
68, افسریه ,۷۰,۱۴۰۱,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
69, دروس ,۱۶۵,۱۳۸۵,۳,۱۸٬۲۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
70, کوی فردوس ,۱۱۸,۱۴۰۱,۲,۸٬۴۹۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
71, ازگل ,۱۱۲,۱۴۰۱,۲,۸٬۹۸۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
72, ولنجک ,۲۴۵,۱۳۸۴,۴,۲۷٬۵۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
73, الهیه ,۳۳۰,۱۳۹۶,۴,۸۰٬۰۰۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
74, نیاوران ,۲۷۰,۱۴۰۱,۳,۶۵٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
75, نیاوران ,۱۸۲,۱۳۸۶,۳,۲۵٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
76, جنت‌آباد مرکزی ,۱۳۰,۱۳۹۲,۳,۷٬۶۵۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
77, فرمانیه ,۱۸۵,۱۴۰۰,۳,۲۶٬۸۲۵٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
78, نیاوران ,۲۲۲,۱۳۹۷,۳,۲۷٬۷۵۰٬۰۰۰٬۰۰۰,۶ از ۶,"(True,)","(True,)",True
79, جنت‌آباد مرکزی ,۷۳,۱۳۸۹,۲,۴٬۹۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
80, شهرک راه‌آهن ,۱۰۷,۱۳۸۶,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰,همکف از ۴,False,"(True,)",True
81, بریانک ,۴۷,۱۳۸۹,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰,۳ از ۴,"(True,)","(True,)",True
82, دریاچه شهدای خلیج فارس ,۱۲۷,۱۳۹۹,۳,۵٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
83, هروی ,۱۷۹,۱۴۰۱,۳,۱۴٬۳۲۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
84, چیتگر ,۸۹,۱۴۰۱,۲,۵۷۸٬۵۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
85, نعمت‌آباد ,۱۱۰,۱۴۰۱,۲,۲٬۲۰۰٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
86, پرستار ,۷۰,۱۳۸۳,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
87, فرمانیه ,۲۷۵,۱۳۹۷,۳,۳۵٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
88, جیحون ,۷۲,۱۳۹۲,۲,۲٬۵۰۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)",False,False
89, ولنجک ,۲۴۰,۱۴۰۱,۳,۵۷٬۵۰۰٬۰۰۰٬۰۰۰,۱۸,"(True,)","(True,)",True
90, اباذر ,۶۱,۱۳۸۵,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰,۳,False,False,False
91, شهرک غرب ,۱۵۸,۱۳۸۵,۳,۱۱٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
92, ولنجک ,۱۸۵,۱۴۰۰,۳,۴۴٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
93, جنت‌آباد مرکزی ,۱۴۰,۱۴۰۱,۲,۸٬۹۹۹٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
94, جنت‌آباد جنوبی ,۱۱۰,۱۳۹۸,۲,۶٬۶۹۹٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
95, جنت‌آباد شمالی ,۱۴۲,۱۴۰۱,۳,۸٬۹۹۹٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
96, جنت‌آباد مرکزی ,۱۱۰,۱۳۹۸,۲,۶٬۱۹۹٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
97, دهکده المپیک ,۱۶۵,۱۴۰۱,۳,۵٬۱۱۰٬۰۰۰٬۰۰۰,۲۰ از ۲۱,"(True,)","(True,)",True
98, چیتگر ,۲۰,۱۴۰۱,بدون اتاق,۳۷۵٬۰۰۰٬۰۰۰,۲۸,"(True,)","(True,)",True
99, پاسداران ,۱۲۶,۱۳۹۹,۲,۱۸٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
100, تجریش ,۱۰۰۰,۱۳۸۵,+۴,۳۳۰,نوبل سازه,"(True,)","(True,)",True
101, فرمانیه ,۲۴۰,۱۴۰۱,۳,۵۹٬۰۰۰٬۰۰۰٬۰۰۰,۹ از ۱۰,"(True,)","(True,)",True
102, مرزداران ,۱۴۵,۱۳۸۲,۳,۲۴۲,شخصی,"(True,)","(True,)",True
103, دانشگاه شریف ,۱۰۰,۱۴۰۱,۲,۵٬۴۲۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
104, نیاوران ,۲۲۰,۱۳۹۴,۳,۲۷٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
105, جیحون ,۱۰۰,۱۳۷۷,۲,۲٬۶۰۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
106, دریاچه شهدای خلیج فارس ,۱۶۱,۱۳۹۶,۳,۸٬۸۵۵٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
107, سعادت‌آباد ,۱۴۰,۱۳۸۵,۳,۱۳٬۴۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
108, سعادت‌آباد,۱۱۸,۱۳۹۹,۲,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
109, دریاچه شهدای خلیج فارس ,۱۴۴,۱۳۹۶,۲,۷٬۲۰۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
110, شهرک غرب ,۸۰,۱۳۸۶,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰,۵ از ۶,"(True,)","(True,)",True
111, چیتگر ,۵۰,۱۳۹۷,۲,۱٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
112, پاسداران ,۱۱۰,۱۴۰۱,۲,۱۲٬۱۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
113, درب دوم ,۱۴۵,۱۳۹۴,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
114, قیطریه ,۱۲۸,۱۴۰۰,۳,۱۶٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
115, آذربایجان,۴۳,۱۳۸۰,۱,۲٬۱۳۰٬۰۰۰٬۰۰۰,۱ از ۲,False,False,False
116, شهرک غرب ,۸۰۰,۱۳۷۶,+۴,۹۰۰,املاک سام,"(True,)","(True,)",True
117, شهرک غرب ,۱۰۰۰,۱۳۷۳,+۴,۷۸۰,املاک سام,"(True,)","(True,)",True
118, کوهک ,۱۳۷,۱۴۰۰,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰,۱۴ از ۲۰,"(True,)","(True,)",True
119, سعادت‌آباد ,۹۸,۱۴۰۱,۲,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
120, فرمانیه ,۱۹۵,۱۳۸۳,۳,۲۴٬۲۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
121, سعادت‌آباد ,۱۶۳,۱۴۰۱,۳,۲۱٬۸۷۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
122, قیطریه,۱۲۸,۱۴۰۰,۳,۱۵٬۵۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
123, شهرآرا ,۱۳۶,۱۴۰۰,۳,۱۱٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
124, ظفر ,۱۰۷,۱۳۸۵,۳,۹٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
125, شهران جنوبی ,۶۰,۱۳۸۳,۲,۳٬۷۰۰٬۰۰۰٬۰۰۰,۲ از ۴,False,"(True,)",True
126, نیاوران ,۱۸۳,۱۳۹۵,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰,۶ از ۸,"(True,)","(True,)",True
127, دریاچه شهدای خلیج فارس ,۱۰۰,۱۴۰۰,۲,۱٬۷۵۰٬۰۰۰٬۰۰۰,۱۵ از ۱۵,"(True,)","(True,)",True
128, کامرانیه ,۲۱۵,۱۴۰۰,۳,۶۰٬۰۰۰٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
129, جنت‌آباد مرکزی ,۶۳,۱۳۸۶,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
130, سعادت‌آباد ,۸۸,۱۳۸۸,۲,۷٬۲۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
131, کوی فردوس ,۷۶,۱۳۸۸,۲,۴٬۹۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
132, شهرک ولیعصر,۵۸,۱۳۸۸,۱,۱٬۷۱۰٬۰۰۰٬۰۰۰,۴ از ۴,False,False,False
133, ولنجک ,۲۱۰,۱۴۰۰,۳,۴۶٬۵۰۰٬۰۰۰٬۰۰۰,۱۲,"(True,)","(True,)",True
134, زعفرانیه ,۲۸۰,۱۴۰۰,۳,۶۵٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
135, دارآباد ,۸۲,۱۳۹۳,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
136, فلاح ,۶۶,۱۴۰۰,۱,۲٬۳۱۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
137, جنت‌آباد مرکزی ,۱۰۰,۱۳۹۲,۲,۵٬۶۰۰٬۰۰۰٬۰۰۰,۴,"(True,)",False,False
138, نیاوران ,۲۰۰,۱۴۰۱,۳,۴۲٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
139, نیاوران ,۲۳۵,۱۳۹۵,۳,۳۷٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
140, پیروزی ,۸۲,۱۳۸۵,۲,۲٬۷۴۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
141, سعادت‌آباد ,۱۳۸,۱۳۹۴,۳,۱۸٬۲۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
142, پاسداران ,۱۴۹,۱۳۹۰,۳,۱۱٬۶۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
143, یافت‌آباد,۵۰,۱۳۸۵,۱,۸۵۰٬۰۰۰٬۰۰۰,۲ از ۳,False,False,False
144, دروس ,۲۲۵,۱۴۰۱,۳,۴۷٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
145, پونک ,۱۳۸,۱۳۹۳,۳,۹٬۶۶۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
146, دروس ,۳۲۰,۱۴۰۱,۴,۵۷٬۶۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
147, میرداماد ,۱۰۸,۱۴۰۱,۲,۱۴٬۴۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
148, حکیمیه ,۶۵,۱۳۹۶,۱,۷۲۰٬۰۰۰٬۰۰۰,همکف از ۲,False,False,False
149, چیتگر ,۱۳۰,۱۴۰۱,۳,۱٬۵۶۰٬۰۰۰٬۰۰۰,۱۰ از ۱۶,"(True,)","(True,)",True
150, چیتگر ,۹۲,۱۴۰۱,۲,۵۹۸٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
151, پاسداران ,۱۸۰,۱۳۹۹,۳,۲۵٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
152, دروس ,۲۳۰,۱۳۸۶,۴,۲۳٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
153, دروس ,۱۹۰,۱۴۰۱,۳,۴۱٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
154, پاسداران ,۱۸۰,۱۳۹۶,۳,۲۱٬۶۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
155, دروس ,۲۲۰,۱۴۰۱,۳,۴۸٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
156, دروس ,۲۲۰,۱۳۹۶,۳,۲۶٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
157, دروس ,۲۵۰,۱۳۹۷,۳,۲۵٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
158, اختیاریه ,۱۳۰,۱۴۰۱,۳,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
159, محمودیه ,۲۱۵,۱۴۰۱,۳,۷۰٬۹۵۰٬۰۰۰٬۰۰۰,۸ از ۱۰,"(True,)","(True,)",True
160, جیحون ,۴۵,۱۳۹۶,۱,۱٬۹۹۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
161, دریاچه شهدای خلیج فارس ,۱۱۸,۱۴۰۱,۲,۷٬۰۸۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
162, کوی فردوس ,۸۵,۱۴۰۰,۲,۶٬۷۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
163, آجودانیه ,۱۳۰,۱۳۹۹,۲,۱۶۰٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
164, جنت‌آباد مرکزی ,۹۳,۱۳۸۸,۲,۶٬۴۸۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
165, ولنجک ,۲۴۰,۱۴۰۱,۳,۳۰٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
166, سازمان برنامه ,۱۱۴,۱۴۰۱,۲,۹٬۱۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
167, دانشگاه تهران ,۶۵,۱۴۰۱,۲,۴٬۲۲۵٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
168, دریاچه شهدای خلیج فارس ,۱۱۰,۱۴۰۱,۲,۱٬۸۱۵٬۰۰۰٬۰۰۰,۱۵,"(True,)","(True,)",True
169, الهیه ,۳۴۵,۱۳۹۹,۴,۸۵٬۰۰۰٬۰۰۰٬۰۰۰,۱۲,"(True,)","(True,)",True
170, کامرانیه ,۳۱۰,۱۳۸۹,۳,۳۶٬۰۰۰٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
171, شهران شمالی ,۹۴,۱۳۹۳,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
172, پونک ,۱۱۶,۱۳۸۷,۲,۸٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
173, پاتریس لومومبا ,۱۷۵,۱۴۰۱,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
174, دریاچه شهدای خلیج فارس ,۵۰,۱۴۰۰,+۴,۸۰۰٬۰۰۰٬۰۰۰,۲۹,"(True,)","(True,)",True
175, هروی ,۱۳۷,۱۳۹۹,۳,۱۳٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۸,"(True,)","(True,)",True
176, اندیشه (شهر زیبا) ,۵۷,۱۳۹۳,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
177, دزاشیب ,۱۰۵,۱۳۹۵,۲,۹٬۳۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
178, کوی فردوس ,۷۸,۱۴۰۱,۲,۵٬۲۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
179, یوسف‌آباد ,۱۱۰,۱۳۹۱,۳,۸٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
180, کوی فردوس ,۶۰,۱۳۹۹,۱,۴٬۳۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
181, چیتگر ,۱۱۰,۱۴۰۱,۲,۱٬۲۵۰٬۰۰۰٬۰۰۰,۱۲,"(True,)","(True,)",True
182, کوی فردوس ,۵۰,۱۳۸۵,۱,۳٬۵۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
183, کوی فردوس ,۵۸,۱۳۸۷,۱,۳٬۷۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
184, الهیه ,۴۰۰,۱۳۸۴,+۴,۴۰۰,املاک الهیه,"(True,)","(True,)",True
185, مرزداران ,۱۳۵,۱۳۸۹,۳,۱۲٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
186, پونک ,۵۴,۱۴۰۰,۱,۴٬۹۲۹٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
187, سازمان برنامه ,۱۵۰,۱۳۸۳,۳,۹٬۹۹۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
