date,district,area,year,room,floor,evelator,parking,warehouse,value,type
1401/04/01,سراج كوی قیوم آبادی,74,18,2,2,"شوفاژ,کولر,آسانسور,گاز",,yes,2701000000,آپارتمان
1401/04/01,هنگام خ الغدیر,55,9,1,3,"شوفاژ,کولر,آسانسور,گاز",,yes,2200000000,آپارتمان
1401/04/01,فرجام خ حیدرخانی,62,12,2,2,"شوفاژ,کولر,آسانسور,گاز",,yes,2780000000,آپارتمان
1401/05/24,پیروزی خ شكوفه,67,نوساز,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,3249500000,آپارتمان
1401/07/27,اشرفی اصفهانی سیمون بولیوار,140,نوساز,3,2,"کولر,آسانسور,گاز",yes,yes,9100000000,آپارتمان
1401/09/09,فرمانیه بلوار اندرزگو,56,11,1,1,"شوفاژ,کولر,آسانسور,گاز",,yes,5040000000,آپارتمان
1401/09/24,مطهری خ تركمنستان,130,نوساز,3,4,"کولر,آسانسور,چیلر,گاز",yes,yes,10000000000,آپارتمان
1401/09/08,دربند خ احمدزمانی,344,نوساز,4,4,"کولر,آسانسور,گاز",yes,yes,44720000000,آپارتمان
1401/09/09,جشنواره خ سیری,78,5,2,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3800000000,آپارتمان
1401/09/12,شهر آرا خ كوكب,100,20,3,2,"شوفاژ,کولر,گاز",yes,yes,5500000000,آپارتمان
1401/09/08,تهرانپارس نرسیده به سه راه,59,30,1,2,"کولر,گاز",,,2040000000,آپارتمان
1401/09/16,گیشا بالاتر از خ 39,164,30,3,2,"شوفاژ,کولر,گاز",yes,yes,15500000000,آپارتمان
1401/04/01,جشنواره خ امین,85,2,1,زیرهمكف,"شوفاژ,کولر,گاز",,,970000000,آپارتمان
1401/09/26,ستارخان خ حجت,72,15,2,4,"کولر,پکیج,گاز",yes,yes,3700000000,آپارتمان
1401/05/01,خواجه نصیر نرسیده به ك شایان,84,20,2,3,"شوفاژ,کولر,گاز",yes,yes,3300000000,آپارتمان
1401/03/31,شهرك راه آهن میدان المپیك,70,21,2,3,"شوفاژ,کولر,گاز",,yes,2600000000,آپارتمان
1401/04/01,شهران بالاتراز فلكه دوم,63,20,2,3,"شوفاژ,کولر,گاز",yes,yes,2630000000,آپارتمان
1401/07/24,نظام آباد خ مدنی جنوبی خ قاسمی,52,3,1,4,"شوفاژ,کولر,آسانسور,گاز",,,1820000000,آپارتمان
1401/05/12,بلوار فردوس غرب خ ورزی,100,18,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5600000000,آپارتمان
1401/04/01,بلوار ابوذر جنوبی خ مسلم جنوبی ك اول,110,10,3,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3900000000,آپارتمان
1401/04/01,بزرگراه محلاتی خ گیلكی جنوبی ك محتشم,53,20,1,3,"شوفاژ,کولر,گاز",,yes,1400000000,آپارتمان
1401/04/01,بهارستان خ مجاهدین كوی خزعش,55,18,1,2,"شوفاژ,کولر,گاز",yes,yes,1600000000,آپارتمان
1401/04/01,شهرك اكباتان فاز 3 بلوك D1 ورودی 14,141,30,3,3,"کولر,فن کوئر,آسانسور,گاز",yes,yes,7000000000,آپارتمان
1401/09/22,ایران روبروی كبابی حاج عبدالله بن بست مستجابی پلاك 15,110,12,2,1,"شوفاژ,کولر,گاز",yes,yes,3740000000,آپارتمان
1401/04/01,جمالزاده خ قدر,78,28,2,2,"کولر,گاز",,yes,2900000000,آپارتمان
1401/06/24,بلوار ابوذر جنوبی خ علامه امینی ك برزی پ 50 واحد 1,123,13,3,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,4900000000,آپارتمان
1401/04/20,دماوند نرسیده به ك توانا پسند,78,30,1,2,"شوفاژ,کولر,گاز",yes,,2500000000,آپارتمان
1401/09/02,دروازه شمیران خ خورشید,115,18,3,1,"کولر,پکیج,گاز",yes,yes,4600000000,آپارتمان
1401/08/09,شمس آباد خ خانعلی,91,نوساز,2,1,"شوفاژ,کولر,آسانسور,پکیج",yes,yes,4370000000,آپارتمان
1401/04/01,بلوار ابوذر جنوبی خ مسلم جنوبی ك طارم پ 41,97,نوساز,2,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3650000000,آپارتمان
1401/05/31,بزرگراه محلاتی خ میثم برج عرش,117,نوساز,2,6,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4090000000,آپارتمان
1401/09/14,ستارخان باقرخان خ فرزین شمالی,98,30,3,3,"شوفاژ,کولر,گاز",yes,yes,5200000000,آپارتمان
1401/07/09,پیروزی خ شكوفه,90,15,2,4,"کولر,گاز",,yes,2450000000,آپارتمان
1401/04/01,منیریه خ فردوس پ 6 واحد 2,69,17,2,همكف,"شوفاژ,کولر,آسانسور,گاز",,yes,2242500000,آپارتمان
1401/09/13,انقلاب نرسیده به میدان فردوسی,300,,6,كلی,"شوفاژ,کولر",,,15000000000,کلنگی
1401/04/01,تهرانپارس خ 190غربی,110,13,2,4,"کولر,پکیج,گاز",yes,yes,4200000000,آپارتمان
1401/04/01,پیروزی خ مقداد,92,نوساز,2,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,5000000000,آپارتمان
1401/04/01,بلوار فردوس غرب خ بهارجنوبی,60,نوساز,1,3,"کولر,آسانسور,پکیج,گاز",yes,yes,4500000000,آپارتمان
1401/09/30,دزاشیب خ رمضانی,100,,0,كلی,,,,27500000000,کلنگی
1401/08/15,سعادت آباد خ صرافهای جنوبی,130,9,3,9,"کولر,آسانسور,پکیج,گاز",yes,yes,8710000000,آپارتمان
1401/04/01,جردن نرسیده به بلوار گیتی,205,14,3,4,"کولر,فن کوئر,آسانسور,گاز",yes,yes,14350000000,آپارتمان
1401/06/31,فرحزاد خ تبرك,85,5,2,7,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3500000000,آپارتمان
1401/04/01,ولیعصر نرسیده به تجریش,90,20,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,8000000000,آپارتمان
1401/05/10,تهرانپارس بلوار پروین خ 139 خ 212,90,30,2,كلی,"کولر,گاز",,,4832000000,مستغلات
1401/09/26,تهرانپارس میدان استخر خ صاحب الزمان,75,30,1,كلی,"کولر,گاز",,,6765000000,مستغلات
1401/09/07,ونك خ خدامی,22,30,0,1,"کولر,گاز",yes,,2500000000,مغازه
1401/05/06,دولت خ كیكاووس,155,21,3,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,10850000000,آپارتمان
1401/05/20,فرجام غربی خ عبادی,71,13,2,1,"شوفاژ,کولر,آسانسور,گاز",,yes,2700000000,آپارتمان
1401/04/01,جردن نرسیده به بلوار گیتی,125,14,2,9,"کولر,فن کوئر,آسانسور,گاز",yes,yes,8400000000,آپارتمان
1401/09/07,میرداماد نرسیده به پمپ بنزین,196,16,4,10,"آسانسور,چیلر,گاز",yes,,22000000000,اداری
1401/06/27,پاسداران خ بوستان,187,4,3,4,"کولر,آسانسور",yes,yes,18700000000,آپارتمان
1401/10/05,صادقیه فلكه دوم,115,نوساز,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,8625000000,آپارتمان
1401/08/28,ازگل اراج خ لنگری,200,,0,كلی,,,,390170000000,کلنگی
1401/09/28,شهرك غرب فاز یك,65,نوساز,0,زیرهمكف,گاز,,,16250000000,مغازه
1401/04/01,شریعتی روبروی ملك,100,10,3,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,5150000000,آپارتمان
1401/08/15,هنگام شمیران نو,167,30,3,كلی,"کولر,گاز",yes,yes,6500000000,مستغلات
1401/04/01,چیتگر دریاچه برج خلبانان چیتگر,139,نوساز,3,8,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5560000000,آپارتمان
1401/04/01,جنت آباد شمالی خ گلستان,96,15,2,3,"شوفاژ,کولر,گاز",yes,yes,4100000000,آپارتمان
1401/08/26,پاسداران نرسیده به خ فرخی یزدی,300,,0,كلی,,,,35000000000,کلنگی
1401/09/15,اشرفی اصفهانی خ باهنر خ طالبی,94,4,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,5600000000,آپارتمان
1401/07/27,هروی گلزار,130,30,3,كلی,"کولر,گاز",,,20000000000,اداری
1401/09/15,تهران نو نرسیده به تقاطع مسیل منوچهری,127,30,3,2,"شوفاژ,کولر,گاز",,,3500000000,آپارتمان
1401/09/23,خواجه نظام اجاره دار بین ارامنه و ماندگار,50,,0,كلی,,,,3700000000,کلنگی
1401/09/17,اختیاریه جنوبی نرسیده به ك شهریار,729,,0,كلی,,,,101880000000,کلنگی
1401/09/16,پیروزی خ دهم فروردین,205,,0,كلی,,,,10000000000,کلنگی
1401/09/12,شمس آباد نرسیده به میدان شریفی,180,,0,كلی,,,,30780000000,کلنگی
1401/09/19,مجیدیه جنوبی ك فروزنده اصل,120,,0,كلی,,,,5500000000,کلنگی
1401/07/02,نظام آباد خ مدنی جنوبی خ رجبی,103,نوساز,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,,3400000000,آپارتمان
1401/08/28,میرداماد خ كاظمی,225,نوساز,3,مختلف,"شوفاژ,کولر,آسانسور,گاز",yes,yes,30375000000,آپارتمان
1401/04/01,تهرانپارس بلوار پروین بین خ 133و135,46,23,1,همكف,"شوفاژ,کولر,آسانسور,گاز",,yes,1650000000,آپارتمان
1401/08/24,شهرك راه آهن شهرك چشمه,30,15,0,همكف,,,yes,4500000000,مغازه
1401/06/07,تهران پارس زرین شمالی,32,10,0,همكف,"کولر,گاز",,,9600000000,مغازه
1401/09/24,ولیعصر بالاتراز سینما استقلال,30,30,0,همكف,گاز,,,7500000000,مغازه
1401/09/23,ولیعصر بالاتراز طالقانی,103,30,2,4,"شوفاژ,کولر,گاز",yes,yes,3605000000,آپارتمان
1401/09/03,تهران پارس خ 184 شرقی,109,8,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6100000000,آپارتمان
1401/09/17,تهران پارس فلكه 1,65,22,2,4,"کولر,گاز",,yes,2500000000,آپارتمان
1401/09/26,نظام آباد خ مدنی جنوبی خ محمودی,84,نوساز,2,3و4,"آسانسور,پکیج",yes,yes,3444000000,آپارتمان
1401/06/07,تهرانپارس فلكه 4 خ توحید ك 3,98,18,2,2,"کولر,پکیج,گاز",yes,yes,4400000000,آپارتمان
1401/04/01,نیروی دریایی ك حسینعلی,91,9,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4650000000,آپارتمان
1401/08/30,خواجه نصیر خ سرباز,110,نوساز,2,3,آسانسور,yes,yes,5280000000,آپارتمان
1401/07/19,سراج ك شهرابی,25,30,0,همكف,"کولر,گاز",yes,,3200000000,مغازه
1401/05/25,بلوارمرزداران بلوارگلها,66,17,1,1,"شوفاژ,کولر,گاز",yes,yes,3960000000,آپارتمان
1401/09/20,شهران بعد از فلكه دوم,17,16,0,همكف,,,,2100000000,مغازه
1401/04/01,جردن نرسیده به خ امانپور,205,20,3,4,"فن کوئر,آسانسور,استخر,سونا,جکوزی",yes,yes,14350000000,آپارتمان
1401/09/24,مجیدیه جنوبی خ كرمان خ صافی,95,9,3,3,"شوفاژ,کولر,پکیج",yes,yes,4000000000,آپارتمان
1401/08/29,پونك خ سردار جنگل شمالی,30,15,0,همكف,,,,6100000000,مغازه
1401/06/07,جشنواره میدان رهبر,93,11,2,2,"کولر,گاز",,yes,2000000000,آپارتمان
1401/09/17,ظفر زرگنده خ عمرانی,16,30,0,همكف,کولر,,,2800000000,مغازه
1401/05/23,شهران نرسیده به خ یكم,52,18,1,3,"شوفاژ,کولر",,yes,2550000000,آپارتمان
1401/09/02,بزرگراه ارتش شهرك قائم,144,20,3,2,"شوفاژ,کولر,آسانسور,مستخدم,گاز",yes,yes,9500000000,آپارتمان
1401/04/01,پونك عدل شمالی,122,9,3,8,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8500000000,آپارتمان
1401/04/01,سبلان شمالی خ حیدری خ رضایی,130,30,2,كلی,"کولر,گاز",yes,yes,3800000000,مستغلات
1401/04/29,شهرك راه آهن خ المپیك,115,30,2,2,"کولر,پکیج",,yes,3900000000,آپارتمان
1401/04/01,شهران بلوار كوهسار,77,17,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2850000000,آپارتمان
1401/06/29,فرحزاد خ ایثارگران شمالی,175,19,3,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,10000000000,آپارتمان
1401/04/02,سعادت آباد خ بخشایش,129,نوساز,3,1,"کولر,آسانسور,گاز",yes,,12900000000,آپارتمان
1401/05/05,سعادت آباد خ صرافهای شمالی,130,نوساز,2,4,"کولر,آسانسور,چیلر,گاز",yes,yes,17680000000,آپارتمان
1401/09/06,فرجام میدان 25,70,24,2,3,"شوفاژ,کولر,گاز",,,2580000000,آپارتمان
1401/09/06,ستارخان خ كوثردوم,80,4,2,1,"کولر,آسانسور,پکیج,گاز",,yes,4000000000,آپارتمان
1401/09/17,ستارخان خ رحیمی اصل,117,30,2,3,"کولر,گاز",,yes,4500000000,آپارتمان
1401/09/17,پاسداران خ فرخی یزدی,105,24,2,زیرهمكف,"شوفاژ,کولر,گاز",,yes,9000000000,آپارتمان
1401/09/03,ستارخان خ پانزدهم,96,نوساز,2,1,"کولر,گاز",yes,yes,7200000000,آپارتمان
1401/04/02,سهروردی شمالی خ ابن یمین,117,نوساز,3,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8775000000,آپارتمان
1401/04/02,شهر زیبا آلاله شرقی,66,7,1,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3350000000,آپارتمان
1401/04/02,پونك خ عدل,60,16,1,4,"شوفاژ,کولر,گاز",yes,,2850000000,آپارتمان
1401/06/29,پونك چهاردیواری المهدی,105,23,2,1,"شوفاژ,کولر,گاز",yes,yes,9000000000,آپارتمان
1401/04/02,انتهای همت غرب دریاچه ضلع جنوب,113,نوساز,2,13,"کولر,آسانسور,پکیج,گاز",yes,yes,7000000000,آپارتمان
1401/09/23,بلوارفردوس شرق خ قبادی,80,8,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5200000000,آپارتمان
1401/09/03,نوبنیاد میدان آرش,125,نوساز,2,مختلف,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,11250000000,آپارتمان
1401/04/02,پونك خ حیدری مقدم,160,نوساز,3,1,"کولر,آسانسور,پکیج,گاز",yes,yes,10400000000,آپارتمان
1401/07/18,شهران بلوار كوهسار,187,2,3,19,"فن کوئر,آسانسور",yes,yes,12155000000,آپارتمان
1401/09/03,نوبنیاد میدان آرش,175,نوساز,3,مختلف,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,15750000000,آپارتمان
1401/09/03,نوبنیاد میدان آرش,135,نوساز,2,مختلف,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,12150000000,آپارتمان
1401/08/24,بزرگراه محلاتی خ گیلكی جنوبی خ تهران نژاد پ 3,72,11,2,2,"شوفاژ,کولر,آسانسور,گاز",,yes,2088000000,آپارتمان
1401/09/13,ملاصدرا خ خوارزمی خ گلریز,145,1,3,1,"کولر,آسانسور,پکیج,گاز",yes,yes,18850000000,آپارتمان
1401/10/03,دربند خ اسداللهی سازمان آب,162,30,2,2,"شوفاژ,کولر",,,8500000000,آپارتمان
1401/04/02,ستاری پیامبرغربی,69,نوساز,2,2,"کولر,فن کوئر,آسانسور,گاز",yes,yes,3450000000,آپارتمان
1401/05/18,پیروزی خ تاجری,42,18,1,3,"کولر,گاز",yes,yes,1150000000,آپارتمان
1401/06/30,پیروزی خ تاجری,56,18,1,1,"کولر,گاز",,,1450000000,آپارتمان
1401/09/30,قیطریه سهیل خ علی محمدی,120,30,2,1,"کولر,آسانسور,گاز",yes,yes,8640000000,آپارتمان
1401/04/02,ستاری پیامبرمركزی,71,نوساز,1,10,"کولر,آسانسور,گاز",yes,yes,3976000000,آپارتمان
1401/04/02,تهرانپارس خ رشید,96,25,2,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4100000000,اداری
1401/08/02,تهرانپارس خ استخر روبروی باشگاه دارائی,150,30,2,كلی,"کولر,گاز",,,5000000000,مستغلات
1401/04/02,نیاوران بالاتراز كاخ نیاوران,160,1,3,2,"کولر,آسانسور,گاز",yes,yes,16500000000,آپارتمان
1401/07/23,وزراء خ هفتم,76,20,0,همكف,"کولر,گاز",,,15200000000,مغازه
1401/04/02,سراج ك بیات,45,16,1,2,"شوفاژ,کولر,آسانسور,گاز",,,2000000000,اداری
1401/04/02,تهرانپارس فلكه اول,89,1,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,5850000000,آپارتمان
1401/07/09,انتهای همت غرب دریاچه میدان ساحل,126,نوساز,2,8,"کولر,آسانسور,چیلر,گاز",yes,yes,6300000000,آپارتمان
1401/09/12,لویزان شیان ك سخن,140,30,3,كلی,"کولر,گاز",,,4200000000,مستغلات
1401/05/13,مینی سیتی شهرك نفت شهرك البرز,250,,0,كلی,,,,45000000000,کلنگی
1401/04/02,اوین خ هشترودی,132,8,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,12000000000,آپارتمان
1401/09/16,بلوارمرزداران خ البرز,178,نوساز,3,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,22700000000,آپارتمان
1401/04/02,سعادت آباد خ مطهری شمالی,120,10,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8400000000,اداری
1401/09/27,انتهای همت غرب روبروی دریاچه,150,6,3,14,"کولر,فن کوئر,آسانسور,گاز",yes,yes,10300000000,آپارتمان
1401/09/09,اشرفی اصفهانی خ امام حسین,100,17,3,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6000000000,آپارتمان
1401/08/29,الهیه استانبول,250,30,3,كلی,"شوفاژ,کولر,حیاط,گاز",yes,yes,115000000000,ویلا
1401/08/29,تهران پارس خ 214 شرقی,67,23,2,2,"شوفاژ,کولر,گاز",yes,yes,3300000000,آپارتمان
1401/07/23,هنگام شمیران نو میدان ابوذر,40,15,1,همكف,"کولر,گاز",,,1600000000,آپارتمان
1401/04/02,جشنواره نرسیده به كوی فتاحی,147,5,3,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,5880000000,آپارتمان
1401/04/02,تهران پارس خ استخر بوستان,72,16,2,4,"کولر,گاز",yes,yes,3000000000,آپارتمان
1401/08/25,نیرو هوایی خ 30متری,125,نوساز,2,مختلف,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,7250000000,آپارتمان
1401/09/05,ولیعصر نرسیده به میدان,83,17,2,1,"شوفاژ,کولر,گاز",yes,,4200000000,اداری
1401/08/26,دولت پایین تر از چهارراه قنات,96,25,2,4,"شوفاژ,کولر",yes,,10500000000,اداری
1401/06/07,تهران پارس خ استخر,61,15,1,5,"شوفاژ,کولر,آسانسور,گاز",,,2000000000,آپارتمان
1401/09/09,اشرفی اصفهانی باغ فیض خ باهنر خ طالبی,94,3,2,1,"کولر,آسانسور,پکیج,گاز",yes,yes,5600000000,آپارتمان
1401/06/08,جشنواره چهارراه سیدالشهداء خ ناهیدی شرقی,100,20,2,4,"شوفاژ,کولر,گاز",,yes,3300000000,آپارتمان
1401/04/02,هفده شهریور خ حداد عادل ك میوه چی بن بست رضا پور پ 7,80,8,2,4,"کولر,آسانسور,گاز",,yes,1500000000,آپارتمان
1401/09/07,نوبنیاد خ كوهستان,240,نوساز,3,2,,yes,yes,27600000000,آپارتمان
1401/04/02,صادقیه خ سازمان آب,200,3,0,همكف,"چیلر,گاز",,,93000000000,تجاری
1401/09/07,شریعتی نرسیده به حسینیه ارشاد,80,30,0,همكف,,,,19200000000,مغازه
1401/04/02,ستارخان خ شادمان,60,30,3,1,"شوفاژ,کولر",,,3000000000,اداری
1401/09/21,نارمك میدان 77,68,16,2,4,"کولر,پکیج",,yes,2800000000,آپارتمان
1401/04/02,سبلان شمالی خ فتاحی,75,7,2,4,"کولر,آسانسور,پکیج",yes,yes,2500000000,آپارتمان
1401/04/02,تهران پارس خ 192 غربی,84,15,2,4,"شوفاژ,کولر,آسانسور,گاز",,yes,3024000000,آپارتمان
1401/04/02,یوسف آباد خ فراهانی پور,100,21,2,1,"شوفاژ,کولر,آسانسور",,yes,6500000000,آپارتمان
1401/06/02,پیروزی چهارراه كوكاكولا,12,4,0,-2,فن کوئر,,,840000000,مغازه
1401/05/18,پلیس نرسیده به ك دانشور شیرازی,75,21,2,4,"کولر,گاز",,yes,2750000000,آپارتمان
1401/09/27,مفتح جنوبی ك وهاب,103,20,2,1,"کولر,گاز",yes,yes,5100000000,آپارتمان
1401/04/04,شهرك غرب فاز یكم خ گلستان جنوبی,163,24,3,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,13855000000,آپارتمان
1401/09/19,ظفر نرسیده به بلوار آرش,60,15,2,2,"کولر,آسانسور,پکیج,گاز",yes,yes,9700000000,آپارتمان
1401/07/10,تهرانپارس خ 110,70,15,1,1,"شوفاژ,کولر,گاز",,yes,3010000000,آپارتمان
1401/04/04,خواجه نظام اجاره دار,62,20,2,4,"کولر,گاز",yes,yes,1736000000,آپارتمان
1401/08/02,نامجو خ عبداللهی خ دهقان,75,13,2,3,"شوفاژ,کولر,پکیج,گاز",,yes,1900000000,آپارتمان
1401/04/04,خیام جنوبی ك جناب پ 1,120,,2,كلی,"کولر,گاز",,,4000000000,کلنگی
1401/04/22,چهارراه ابوسعید روبروی فرهنگ كوچه پورولی,102,30,2,همكف,"شوفاژ,کولر,حیاط,حیاط خلوت,پاسیو,گاز",,yes,2350000000,آپارتمان
1401/04/04,نیرو هوایی نرسیده به خ 30متری,61,30,0,همكف,گاز,,,23100000000,مغازه
1401/05/19,یوسف آباد خ مدبر,120,20,2,3,"شوفاژ,کولر,گاز",yes,yes,7700000000,آپارتمان
1401/09/13,سهروردی شمالی نرسیده به خ هویزه,200,20,4,2,"شوفاژ,کولر,گاز",yes,yes,20000000000,آپارتمان
1401/07/07,پیروزی میدان شكوفه خ شكوری,60,10,1,4,"کولر,گاز",yes,yes,1850000000,آپارتمان
1401/09/12,شمس آباد خ شهید كرد ك واحدی,165,,3,كلی,"کولر,گاز",,,4550000000,کلنگی
1401/09/01,ملاصدرا خ گرمسار,173,30,3,1,"شوفاژ,کولر,گاز",,yes,10000000000,آپارتمان
1401/09/28,تهرانپارس بلوار پروین خ 214,100,نوساز,2,مختلف,"کولر,آسانسور,پکیج,گاز",yes,yes,5400000000,آپارتمان
1401/04/04,حكیمیه خ سازمان آب,76,14,2,3,"شوفاژ,کولر,آسانسور,مستخدم,پکیج,گاز",yes,yes,2812000000,آپارتمان
1401/08/03,بلوارفردوس غرب بالاتراز پل باكری,78,17,2,6,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3400000000,آپارتمان
1401/09/13,حكیمیه بلواربابائیان بلواریاسمن,270,30,4,كلی,"کولر,گاز",,,18000000000,مستغلات
1401/07/21,جشنواره چهارراه سیدالشهداء,270,30,3,كلی,"کولر,گاز",,,8500000000,مستغلات
1401/06/13,دلاوران بین والائیان و تكاوران,300,30,6,كلی,"کولر,گاز",,,32000000000,مستغلات
1401/04/04,هروی حسین آباد خ وفامنش,90,13,2,1,"شوفاژ,کولر,آسانسور,حیاط خلوت,پکیج",yes,yes,5580000000,آپارتمان
1401/09/19,سعادت آباد نرسیده به خ سوم,28,15,0,همكف,گاز,,,33600000000,مغازه
1401/04/04,هنگام شمیران نو,320,30,0,كلی,"کولر,گاز",,,24200000000,مستغلات
1401/09/26,هنگام شمیران نو 20متری غربی,120,30,3,كلی,"کولر,گاز",,,1500000000,مستغلات
1401/04/04,سعادت آباد خ سروشرقی,22,30,0,همكف,گاز,,,6000000000,مغازه
1401/09/26,پیروزی خ مقداد فلكه دوم,90,,0,كلی,,,,4200000000,کلنگی
1401/04/04,شهرآرا خ كوكب,153,1,3,4,"کولر,آسانسور,پکیج",yes,yes,9500000000,آپارتمان
1401/09/27,اشرفی اصفهانی سیمون بولیوار خ شاهد,0,,0,كلی,,,,33000000000,زمین
1401/04/04,اكباتان كوی بیمه  خ بیمه چهارم پلاك 36,44,23,0,1,"شوفاژ,کولر,گاز",yes,,2200000000,آپارتمان
1401/04/04,بزرگراه بابایی شهرك شهپریان,90,6,2,8,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3500000000,آپارتمان
1401/08/15,هنگام ك شیری,1200,نوساز,10,كلی,"شوفاژ,آسانسور,گاز",yes,,72000000000,اداری
1401/04/04,جشنواره خ درختی,79,19,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2600000000,آپارتمان
1401/08/22,جشنواره خ اسفندانی,25,10,0,همكف,"کولر,گاز",,,4000000000,مغازه
1401/09/21,فرمانیه بلوار اندرزگو,149,نوساز,2,مختلف,"آسانسور,چیلر,گاز",yes,yes,35760000000,اداری
1401/05/30,سعادت آباد خ صرافهای جنوبی,137,21,3,4,"کولر,پکیج",yes,yes,9500000000,آپارتمان
1401/04/04,تهران پارس بین مظفری و پروین,53,15,1,3,"کولر,گاز",,yes,2120000000,اداری
1401/09/22,جردن نرسیده به خ عاطفی غربی,85,22,0,10,"فن کوئر,آسانسور",yes,,7225000000,اداری
1401/05/19,ازگل نرسیده به ك سوم,105,6,2,3,"شوفاژ,کولر,آسانسور",yes,yes,9000000000,آپارتمان
1401/09/24,ولیعصر تقاطع طالقانی,20,10,0,همكف,,,,14500000000,مغازه
1401/06/30,سبلان شمالی خ برادران فتاحی,170,30,3,2,"کولر,گاز",,,6800000000,آپارتمان
1401/04/04,پاستور خیابان 12 فروردین نبش كوچه,26,15,0,همكف,"کولر,گاز",,,5200000000,مغازه
1401/04/04,یاخچی آباد خ بهمن یار شهرك فرهنگیان ك دانش 5,292,10,5,كلی,"کولر,گاز",,,9100000000,مستغلات
1401/05/31,شهر زیبا بلوار تعاون اندیشه شمالی,100,5,2,5,"آسانسور,پکیج",yes,yes,4800000000,آپارتمان
1401/04/04,تهرانپارس فلكه دوم,16,15,0,همكف,"کولر,گاز",,,3000000000,مغازه
1401/04/04,جمالزاده شمالی نرسیده به ك بزمه,200,,0,كلی,,,,11000000000,کلنگی
1401/04/12,تهران پارس رسالت,80,2,2,5,"کولر,آسانسور,پکیج,گاز",,,4640000000,اداری
1401/04/18,تهران پارس خ 196 غربی خ عادل,85,16,2,2,"شوفاژ,کولر,پکیج,گاز",yes,yes,3850000000,آپارتمان
1401/04/12,تهران پارس بین طاهری و عادل,107,1,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,6634000000,آپارتمان
1401/09/07,شریعتی دو راهی قلهك,76,نوساز,2,مختلف,"کولر,فن کوئر,آسانسور,چیلر,گاز",yes,yes,7220000000,اداری
1401/09/07,شریعتی دو راهی قلهك,82,نوساز,2,مختلف,"کولر,فن کوئر,آسانسور,چیلر,گاز",yes,yes,7790000000,اداری
1401/09/12,پونك بلوار عدل,82,نوساز,2,5,"آسانسور,استخر,پکیج,سونا,جکوزی",yes,yes,7800000000,آپارتمان
1401/09/23,شهران نرسیده به فلكه اول,63,20,2,1,"شوفاژ,کولر,حیاط خلوت",yes,,3500000000,اداری
1401/09/12,پونك بلوار عدل,113,نوساز,2,1,"آسانسور,استخر,پکیج,سونا,جکوزی",yes,yes,10170000000,آپارتمان
1401/09/16,آیت الله كاشانی سازمان برنامه شمالی,49,8,0,همكف,گاز,yes,,8820000000,مغازه
1401/09/12,پونك بلوار عدل,105,نوساز,2,9,"آسانسور,استخر,پکیج,سونا,جکوزی",yes,yes,9450000000,آپارتمان
