,district,area,year,rooms,value,floor,elevator,parking,warehouse
5953, پونک ,125,1399,2,13380000000,3,True,True,True
5954, هروی ,217,1401,3,23900000000,3,True,True,True
5955, سعادت‌آباد ,115,1386,3,9150000000,1,True,True,True
5956, استاد معین ,65,1393,2,2400000000,1,True,True,False
5957, جی ,75,1396,2,2650000000,1,True,True,True
5958, کوی فردوس ,100,1395,2,6500000000,1,True,True,True
5959, کوهک ,190,1401,3,13900000000,1,True,True,True
5960, چیتگر ,132,1401,3,7000000000,5,True,True,True
5961, سعادت‌آباد ,126,1389,3,9800000000,12,True,True,True
5962, شهران جنوبی ,94,1398,2,6000000000,3,True,True,True
5963, ستارخان ,90,1401,2,6660000000,1,True,True,True
5964, سعادت‌آباد ,170,1401,3,37900000000,8,True,True,True
5965, ولنجک ,100,1401,2,11040000000,4,True,True,True
5966, فاطمی ,80,1396,2,6500000000,1,True,True,True
5967, پونک ,55,1398,1,6160000000,6,True,True,True
5968, شهر زیبا ,80,1401,2,4650000000,6,True,True,True
5969, گیشا (کوی نصر) ,108,1391,2,10260000000,1,True,True,True
5970, سعادت‌آباد ,70,1385,2,6200000000,1,True,True,True
5971, حسین‌آباد ,125,1401,2,10000000000,6,True,True,True
5972, شهرک راه‌آهن ,135,1389,3,5300000000,3,True,True,True
5973, کوی فردوس,50,1388,1,3900000000,3,True,True,True
5974, جنت‌آباد مرکزی ,100,1399,2,5700000000,4,True,True,True
5975, اباذر ,100,1385,3,5800000000,1,True,True,True
5976, سعادت‌آباد ,133,1394,3,15700000000,3,True,True,True
5977, استاد معین ,52,1388,1,1970000000,3,True,True,False
5978, سلسبیل ,45,1385,2,1650000000,3,True,True,False
5979, پاسداران ,181,1401,3,13575000000,11,True,True,True
5980, شهران شمالی ,80,1391,2,5200000000,3,True,True,True
5981, طرشت ,89,1390,2,5300000000,3,True,True,True
5982, طرشت ,135,1401,3,8100000000,3,True,True,True
5983, ارم,59,1401,1,4280000000,3,True,True,True
5984, بریانک ,54,1376,1,1523000000,1,True,True,False
5985, دریاچه شهدای خلیج فارس ,112,1401,2,4700000000,11,True,True,True
5986, مرزداران ,101,1392,2,8600000000,3,True,True,True
5987, نارمک ,55,1380,1,2900000000,1,True,True,True
5988, الهیه ,370,1397,4,81000000000,1,True,True,True
5989, چیتگر ,90,1401,3,2016000000,10,True,True,True
5990, کوی فردوس ,65,1401,2,4750000000,5,True,True,True
5991, هروی ,110,1387,2,8700000000,4,True,True,True
5992, دهکده المپیک ,110,1401,2,3410000000,10,True,True,True
5993, شهرک غرب ,161,1384,3,13600000000,2,True,True,True
5994, زعفرانیه ,200,1401,3,46000000000,4,True,True,True
5995, هروی ,113,1401,2,11300000000,11,True,True,True
5996, بهار ,79,1387,1,4300000000,2,True,True,True
5997, دریان‌نو ,90,1397,2,6800000000,1,True,True,True
5998, جنت‌آباد جنوبی ,108,1401,2,9730000000,2,True,True,True
5999, جنت‌آباد مرکزی ,88,1393,2,6200000000,4,True,True,True
6000, شهرک غرب ,85,1387,2,8075000000,1,True,True,True
6001, پاسداران ,112,1401,2,9968000000,6,True,True,True
6002, سهروردی ,49,1394,1,2950000000,2,True,True,False
6003, سیدخندان ,107,1392,2,6100000000,3,True,True,False
6004, جی ,56,1374,1,1578000000,2,True,True,False
6005, شهر زیبا ,123,1386,2,6800000000,2,True,True,True
6006, جنت‌آباد مرکزی ,58,1389,1,3600000000,1,True,True,True
6007,0,0,0,0,0,0,True,True,True
6008, استاد معین ,58,1375,1,1850000000,3,True,True,False
6009, زرگنده ,104,1401,2,8900000000,2,True,True,True
6010, شهرک غرب ,148,1379,3,13000000000,3,True,True,True
6011, شهرک ولیعصر ,48,1384,1,1370000000,1,True,True,False
6012, جمال‌زاده ,81,1394,2,4700000000,2,True,True,True
6013, تهرانپارس غربی ,209,1400,3,17700000000,2,True,True,True
6014, کوهک ,265,1400,3,15600000000,20,True,True,True
6015, هروی ,122,1400,2,9760000000,10,True,True,True
6016, جیحون,38,1382,1,1450000000,1,True,True,False
6017, شهرک راه‌آهن ,90,1387,2,4050000000,3,True,True,True
6018, کوی فردوس ,65,1379,2,3500000000,1,True,True,False
6019, پونک ,66,1395,1,3650000000,4,True,True,True
6020, شهرآرا ,120,1397,3,9100000000,5,True,True,True
6021, هروی ,128,1399,3,12800000000,1,True,True,True
6022, هروی ,140,1399,3,16900000000,10,True,True,True
6023, هروی ,182,1401,3,20020000000,4,True,True,True
6024, قیطریه ,75,1386,2,6800000000,4,True,True,True
6025, پونک ,80,1399,2,6100000000,6,True,True,True
6026, باغ فیض ,140,1386,3,5800000000,3,True,True,True
6027, تجریش ,311,1391,3,32500000000,1,True,True,True
6028, ولنجک ,220,1400,3,44000000000,3,True,True,True
6029, استاد معین ,100,1401,2,3850000000,6,True,True,True
6030, ظفر,150,1401,3,15000000000,4,True,True,True
6031, کاشانک ,115,1395,2,10300000000,2,True,True,True
6032, سعادت‌آباد ,105,1376,2,8500000000,2,True,True,False
6033, چیتگر ,95,1400,2,750000000,12,True,True,True
6034, کوی فردوس ,65,1387,2,4250000000,3,True,True,True
6035, جنت‌آباد مرکزی ,66,1401,1,5200000000,3,True,True,True
6036, جیحون ,55,1400,1,2350000000,1,True,True,False
6037, جیحون ,142,1401,3,5400000000,4,True,True,True
6038, فلاح ,77,1395,2,2200000000,4,True,True,False
6039, نیاوران ,105,1401,2,18000000000,4,True,True,True
6040, سهروردی ,150,1401,3,11000000000,4,True,True,True
6041, ستارخان ,75,1385,2,3900000000,2,True,True,True
6042, قیطریه ,90,1401,2,10900000000,1,True,True,True
6043, اباذر ,118,1394,3,9270000000,4,True,True,True
6044, دریاچه شهدای خلیج فارس ,125,1401,3,3187500000,2,True,True,True
6045, ستارخان ,150,1401,3,12700000000,4,True,True,True
6046, دکتر هوشیار ,57,1400,1,3050000000,1,True,True,True
6047, مبارک‌آباد بهشتی ,49,1397,1,1030000000,3,True,True,False
6048, پاسداران ,187,1401,3,14025000000,11,True,True,True
6049, کامرانیه ,122,1401,2,9760000000,11,True,True,True
6050, ولنجک ,300,1401,4,54000000000,1,True,True,True
6051, باغ فیض,52,1384,1,3550000000,4,True,True,True
6052, جیحون ,51,1382,2,1910000000,3,True,True,True
6053, نیاوران,220,1383,3,31000000000,4,True,True,True
6054, شهرک نفت (منطقه ۵) ,80,1394,2,6600000000,3,True,True,True
6055, باغ فیض,98,1394,2,5600000000,5,True,True,True
6056, کوی فردوس ,105,1388,2,5500000000,4,True,True,True
6057, پونک ,74,1379,2,4180000000,1,True,True,True
6058, باغ فیض ,106,1395,3,6500000000,2,True,True,True
6059, ولنجک ,120,1400,2,24000000000,6,True,True,True
6060, آجودانیه ,190,1401,3,30400000000,3,True,True,True
6061, نیاوران ,118,1386,2,10207000000,2,True,True,True
6062, چیتگر ,105,1401,2,6300000000,16,True,True,True
6063, وصفنارد ,63,1385,1,1320000000,3,True,True,True
6064, پونک ,65,1383,1,4350000000,1,True,True,True
6065, آذربایجان ,35,1377,1,1450000000,1,True,True,False
6066, پاسداران ,186,1401,3,13950000000,11,True,True,True
6067, استاد معین ,63,1393,2,2420000000,2,True,True,False
6068, ظفر ,140,1392,3,9450000000,3,True,True,True
6069, جنت‌آباد جنوبی ,126,1401,3,9500000000,4,True,True,True
6070, ولنجک ,157,1396,3,21195000000,3,True,True,True
6071, پونک ,182,1401,3,13000000000,4,True,True,True
6072, گیشا (کوی نصر) ,107,1396,2,10500000000,2,True,True,True
6073, ولنجک ,125,1400,2,18750000000,3,True,True,True
6074, شمس‌آباد ,66,1389,2,3300000000,3,True,True,False
6075, شهرک غرب ,75,1400,1,9000000000,2,True,True,True
6076, سعادت‌آباد ,142,1380,3,12070000000,2,True,True,True
6077,1370,1370,1370,1370,1370,1370,True,True,True
6078, امیرآباد ,230,1396,3,18900000000,2,True,True,True
6079,1370,1370,1370,1370,1370,1370,True,True,True
6080, نیاوران ,94,1398,2,12300000000,4,True,True,True
6081, خواجه نظام الملک ,87,1400,2,3800000000,3,True,True,True
6082, زنجان ,56,1388,1,1950000000,2,True,True,False
6083, استاد معین ,57,1377,1,1850000000,2,True,True,False
6084, ولنجک ,72,1387,1,10000000000,5,True,True,True
6085, شهران جنوبی ,59,1395,1,4500000000,4,True,True,True
6086, شهران جنوبی ,145,1392,3,10000000000,4,True,True,True
6087, شاهین ,114,1399,2,8240000000,4,True,True,True
6088, سهروردی ,153,1379,3,8200000000,1,True,True,True
6089, چیتگر ,50,1401,2,755000000,6,True,True,True
6090, بهاران,42,1391,1,1520000000,4,True,True,False
6091, جردن ,200,1390,2,13000000000,1,True,True,True
6092, شهرک غرب ,245,1401,3,42400000000,11,True,True,True
6093, پاسداران,181,1401,2,15385000000,5,True,True,True
6094, شمس‌آباد ,85,1387,2,5900000000,1,True,True,True
6095, جنت‌آباد مرکزی ,148,1401,3,12500000000,1,True,True,True
6096, الهیه ,150,1401,3,26700000000,5,True,True,True
6097, زعفرانیه ,180,1400,3,33000000000,5,True,True,True
6098, فردوسی ,150,1372,3,6000000000,6,True,True,True
6099, جنت‌آباد شمالی ,63,1384,1,3140000000,2,True,True,False
6100, خانی‌آباد ,42,1392,1,1560000000,1,True,True,True
6101, آذری ,80,1391,2,2250000000,2,True,True,False
6102, دروس ,300,1399,3,50000000000,4,True,True,True
6103, شهرک راه‌آهن ,550,1401,4,55000000000,3,True,True,True
6104, نواب ,55,1384,1,2350000000,1,True,True,True
6105, سعادت‌آباد ,125,1401,2,16000000000,4,True,True,True
6106, دریاچه شهدای خلیج فارس ,108,1401,2,4300000000,8,True,True,True
6107, سعادت‌آباد ,125,1401,2,15000000000,1,True,True,True
6108, آذری ,50,1390,1,1450000000,1,True,True,False
6109, سبلان ,57,1382,1,2300000000,1,True,True,True
6110, جنت‌آباد جنوبی ,105,1400,2,7150000000,2,True,True,True
6111, تهرانپارس غربی ,180,1401,3,16500000000,1,True,True,True
6112, آذری ,115,1391,2,3300000000,3,True,True,True
6113, پاسداران ,175,1401,3,17000000000,2,True,True,True
6114, ولنجک ,129,1398,3,19500000000,6,True,True,True
6115, آجودانیه ,140,1401,4,21000000000,2,True,True,True
6116, جنت‌آباد جنوبی ,78,1382,2,3950000000,3,True,True,True
6117, محمودیه ,180,1385,3,16600000000,5,True,True,True
6118, ازگل ,105,1395,2,7800000000,1,True,True,True
6119, مرزداران ,87,1396,2,7795000000,1,True,True,True
6120, یوسف‌آباد ,197,1400,3,18715000000,4,True,True,True
6121, دهکده المپیک ,87,1401,2,2550000000,8,True,True,True
6122, دریاچه شهدای خلیج فارس ,94,1401,2,2020000000,5,True,True,True
6123, جردن ,177,1387,3,15600000000,3,True,True,True
6124, بریانک ,54,1399,1,1980000000,2,True,True,False
6125, شهران شمالی ,67,1394,1,3970000000,2,True,True,True
6126, مرزداران ,85,1400,2,6800000000,3,True,True,True
6127, صادقیه ,98,1401,2,6650000000,4,True,True,True
6128, آذربایجان ,73,1380,2,2745000000,3,True,True,False
6129, شهرک راه‌آهن ,108,1398,2,5950000000,8,True,True,True
6130, مرزداران ,145,1401,3,12240000000,4,True,True,True
6131, مرزداران ,120,1399,2,11000000000,2,True,True,True
6132, اختیاریه ,120,1396,2,9500000000,3,True,True,True
6133, فرمانیه ,266,1393,3,39900000000,5,True,True,True
6134, امیرآباد ,106,1379,2,6500000000,2,True,True,True
6135, سعادت‌آباد ,155,1384,3,21000000000,2,True,True,True
6136,1370,1370,1370,1370,1370,1370,True,True,True
6137, سعادت‌آباد ,150,1384,3,13400000000,10,True,True,True
6138, سعادت‌آباد ,170,1398,3,20650000000,5,True,True,True
6139, سعادت‌آباد ,110,1391,2,12100000000,1,True,True,True
6140, قیطریه ,108,1394,2,11500000000,3,True,True,True
6141, جی ,45,1401,1,1700000000,4,True,True,False
6142, استاد معین ,77,1401,2,3000000000,3,True,True,True
6143, جنت‌آباد مرکزی ,74,1386,2,5000000000,4,True,True,True
6144, اباذر ,125,1387,3,6500000000,4,True,True,True
6145, سعادت‌آباد ,110,1400,2,16500000000,4,True,True,True
6146, سعادت‌آباد ,150,1400,3,24000000000,3,True,True,True
6147, شهران جنوبی ,131,1392,3,7700000000,4,True,True,True
6148, سهروردی ,120,1400,2,10750000000,6,True,True,True
6149, شهرک غرب ,170,1374,3,15000000000,1,True,True,True
6150, جنت‌آباد شمالی ,84,1401,2,5850000000,1,True,True,True
6151, جنت‌آباد جنوبی ,81,1398,2,6480000000,2,True,True,True
6152, جنت‌آباد شمالی ,90,1400,2,6230000000,4,True,True,True
6153, ولنجک ,240,1400,3,60000000000,1,True,True,True
6154, چیتگر,142,1398,3,6500000000,15,True,True,True
6155, ظفر ,140,1385,2,10000000000,1,True,True,True
6156, پیروزی ,68,1397,2,3250000000,2,True,True,False
6157, پیروزی ,68,1392,2,2460000000,4,True,True,False
6158, هروی,138,1384,3,9936000000,5,True,True,True
6159, پاسداران ,188,1401,3,14100000000,7,True,True,True
6160, آذربایجان ,74,1401,2,2664000000,2,True,True,True
6161, نازی‌آباد ,58,1400,1,2030000000,5,True,True,True
6162, کوی فردوس ,75,1388,2,4830000000,3,True,True,True
6163, هاشمی ,78,1401,2,2900000000,2,True,True,False
6164, پاسداران ,180,1401,3,13860000000,8,True,True,True
6165, طرشت ,72,1401,2,4900000000,4,True,True,True
6166, چیتگر ,120,1401,3,1500000000,15,True,True,True
6167, فلاح ,42,1393,1,1400000000,5,True,True,False
6168, پونک ,75,1400,1,3800000000,5,True,True,True
6169, دروس ,248,1394,3,24800000000,3,True,True,True
6170, پاسداران ,360,1400,4,58000000000,4,True,True,True
6171, قلهک ,132,1398,3,10000000000,4,True,True,True
6172, قیطریه,107,1388,2,9000000000,4,True,True,True
6173, جنت‌آباد جنوبی ,87,1395,2,5700000000,5,True,True,True
6174, جیحون ,95,1398,2,3350000000,3,True,True,True
6175, دروس ,310,1382,4,39800000000,5,True,True,True
6176, پاسداران ,270,1401,4,39000000000,4,True,True,True
6177, پاسداران ,170,1401,3,12750000000,11,True,True,True
6178, اوقاف ,53,1389,1,2220000000,4,True,True,True
6179, نیاوران ,128,1396,2,12800000000,1,True,True,True
6180, خاوران ,140,1398,2,2240000000,2,True,True,True
6181, محمودیه ,220,1401,3,66000000000,3,True,True,True
6182, مبارک‌آباد بهشتی ,70,1400,2,1225000000,3,True,True,True
6183, ظفر ,81,1380,2,5700000000,1,True,True,True
6184, مرزداران ,125,1401,2,8300000000,6,True,True,True
6185, مرزداران ,116,1401,2,8800000000,7,True,True,True
6186, سهروردی ,84,1396,2,7560000000,2,True,True,True
6187, جنت‌آباد مرکزی ,87,1400,2,6850000000,1,True,True,True
6188, زعفرانیه ,130,1390,2,15600000000,4,True,True,True
6189, ولنجک ,160,1389,3,28000000000,1,True,True,True
6190, تهران‌سر ,133,1401,3,2327500000,9,True,True,True
6191, چهارصد دستگاه ,50,1385,1,1470000000,1,True,True,False
6192, فرمانیه ,260,1401,3,41000000000,7,True,True,True
6193, فرمانیه ,270,1401,4,48000000000,12,True,True,True
6194, فرمانیه ,235,1401,3,35000000000,7,True,True,True
6195, شهرک نفت (منطقه ۵) ,113,1396,2,7800000000,4,True,True,True
6196, آذربایجان ,68,1380,2,1800000000,3,True,True,False
6197, سعادت‌آباد ,92,1386,3,8600000000,1,True,True,True
6198, سعادت‌آباد ,110,1386,2,14800000000,6,True,True,True
6199, سعادت‌آباد ,165,1398,3,26000000000,2,True,True,True
6200, الهیه ,185,1388,3,26000000000,2,True,True,True
6201, سازمان برنامه ,55,1390,1,3600000000,3,True,True,True
6202, سعادت‌آباد,99,1382,2,7500000000,4,True,True,True
6203, ونک ,126,1396,3,9100000000,5,True,True,True
6204, باغ فیض ,80,1385,2,4650000000,2,True,True,True
6205, پونک ,165,1394,3,14000000000,1,True,True,True
6206, سعادت‌آباد ,125,1399,3,13800000000,1,True,True,True
6207, فرمانیه ,250,1401,3,43000000000,6,True,True,True
6208, سعادت‌آباد ,66,1393,2,8000000000,2,True,True,True
6209, سعادت‌آباد ,137,1398,3,17810000000,5,True,True,True
6210, سعادت‌آباد ,75,1393,1,9000000000,3,True,True,True
6211, پاسداران ,190,1390,3,17300000000,4,True,True,True
6212, شهرک نفت (منطقه ۱) ,110,1394,2,9200000000,1,True,True,True
6213, آذربایجان ,67,1379,2,2260000000,3,True,True,False
6214, دروس ,146,1401,3,16000000000,3,True,True,True
6215, نیاوران ,250,1388,3,38000000000,2,True,True,True
6216, سازمان برنامه ,53,1390,1,3570000000,4,True,True,True
6217, اختیاریه ,90,1392,2,7800000000,2,True,True,True
6218, ظفر ,120,1401,2,13200000000,5,True,True,True
6219, دهکده المپیک ,105,1401,2,3400000000,10,True,True,True
6220, دارآباد ,54,1394,1,3900000000,1,True,True,True
6221, استاد معین ,102,1400,2,3700000000,2,True,True,True
6222, شهرک شهید باقری ,132,1401,3,8800000000,14,True,True,True
6223, فرمانیه ,245,1401,3,36000000000,9,True,True,True
6224, اقدسیه ,100,1397,2,7800000000,1,True,True,True
6225, اقدسیه ,205,1379,3,30000000000,3,True,True,True
6226, پاسداران ,178,1401,3,13350000000,11,True,True,True
6227, کوهک ,106,1400,2,6500000000,1,True,True,True
6228, نواب ,125,1401,3,4340000000,5,True,True,True
6229, بریانک ,50,1382,1,1550000000,4,True,True,True
6230,0,0,0,0,0,0,True,True,True
6231, دریاچه شهدای خلیج فارس ,50,1401,2,745000000,22,True,True,True
6232, یوسف‌آباد ,105,1387,2,7500000000,2,True,True,True
6233, ارم,59,1400,1,4500000000,3,True,True,True
6234, اختیاریه,182,1401,3,13650000000,11,True,True,True
6235,0,0,0,0,0,0,True,True,True
6236, استاد معین ,52,1395,1,2100000000,1,True,True,False
6237, سعادت‌آباد ,195,1385,3,20500000000,2,True,True,True
6238, طرشت ,72,1394,2,3400000000,4,True,True,False
6239, فرمانیه ,140,1398,3,22000000000,1,True,True,True
6240, اباذر ,100,1386,2,5900000000,4,True,True,True
6241, پونک,74,1376,2,4200000000,5,True,True,True
6242, گیشا (کوی نصر) ,82,1390,2,7800000000,5,True,True,True
6243, کامرانیه ,230,1396,3,34500000000,3,True,True,True
6244, شهرآرا ,165,1401,3,16500000000,2,True,True,True
6245, هروی ,68,1393,2,6150000000,4,True,True,True
6246, استاد معین ,72,1384,2,3100000000,2,True,True,True
6247, قیطریه ,165,1381,3,12500000000,1,True,True,True
6248, سلسبیل ,44,1385,2,1400000000,2,True,True,False
6249, دریاچه شهدای خلیج فارس ,120,1400,3,5300000000,4,True,True,True
6250, شهران جنوبی ,82,1381,2,5050000000,5,True,True,True
6251, شهرآرا ,145,1401,3,12800000000,3,True,True,True
6252, شهرک غرب ,115,1392,2,11000000000,4,True,True,True
6253, سعادت‌آباد ,76,1386,2,6840000000,3,True,True,True
6254, سلسبیل ,44,1382,1,1848000000,2,True,True,False
6255, نیاوران ,100,1396,2,10000000000,5,True,True,True
6256, جیحون ,40,1386,1,1570000000,3,True,True,True
6257, دروس ,240,1401,3,36500000000,2,True,True,True
6258, سعادت‌آباد ,80,1387,2,7000000000,12,True,True,True
6259, مهرآباد جنوبی ,60,1380,1,1970000000,2,True,True,True
6260, دروس ,150,1399,3,14500000000,3,True,True,True
6261, ولنجک ,200,1401,3,47000000000,2,True,True,True
6262, شهرک غرب ,155,1379,3,13800000000,3,True,True,True
6263, تهرانپارس شرقی ,92,1400,2,5200000000,6,True,True,True
6264, شهران جنوبی ,111,1396,2,6800000000,3,True,True,True
6265, سرو آزاد ,73,1399,2,4000000000,1,True,True,True
6266, نیاوران ,120,1384,2,11500000000,1,True,True,True
6267, پیروزی ,60,1391,2,1680000000,3,True,True,False
6268, جنت‌آباد جنوبی,81,1393,2,5750000000,2,True,True,True
6269, قلهک,118,1385,2,9600000000,2,True,True,True
6270, قلهک ,110,1396,2,11000000000,4,True,True,True
6271, پونک ,93,1401,2,9750000000,5,True,True,True
6272, سبلان ,67,1401,2,3100000000,2,True,True,True
6273, سیدخندان ,130,1401,3,14300000000,3,True,True,True
6274, ولنجک ,155,1395,3,30000000000,1,True,True,True
6275, چیتگر ,135,1401,3,2195000000,22,True,True,True
6276, دهکده المپیک ,82,1401,2,2550000000,5,True,True,True
6277, تهران‌سر ,65,1381,2,2665000000,3,True,True,True
6278, شهرک غرب ,154,1374,3,25400000000,2,True,True,True
6279, تهرانپارس غربی ,204,1399,3,19950000000,4,True,True,True
6280, تهرانپارس غربی ,110,1395,2,7600000000,5,True,True,True
6281, سعادت‌آباد ,72,1389,2,6200000000,1,True,True,True
6282, جردن ,165,1394,3,14000000000,4,True,True,True
6283, ولنجک ,230,1400,3,59000000000,3,True,True,True
6284, سازمان برنامه ,100,1383,3,7500000000,2,True,True,True
6285, شهرک غرب ,120,1399,2,15600000000,4,True,True,True
6286, اختیاریه ,180,1389,3,19800000000,3,True,True,True
6287, تهرانپارس شرقی ,86,1400,2,4900000000,1,True,True,True
6288, کوی فردوس ,85,1396,2,5550000000,1,True,True,True
6289, استاد معین ,66,1395,2,2650000000,2,True,True,True
6290, مخصوص ,63,1392,1,2100000000,4,True,True,False
6291, سلسبیل ,54,1383,1,2120000002,3,True,True,False
6292, جنت‌آباد شمالی ,74,1391,2,4850000000,3,True,True,True
6293, شهرک غرب ,161,1380,3,14200000000,3,True,True,True
6294, چیتگر ,125,1401,2,6000000000,7,True,True,True
6295, سهروردی,123,1396,3,12300000000,1,True,True,True
6296, استاد معین ,76,1397,2,3120000000,3,True,True,True
6297, حافظیه,51,1382,1,2000000000,3,True,True,False
6298, قیطریه ,138,1401,3,18600000000,2,True,True,True
6299, قلهک,104,1394,2,8700000000,1,True,True,True
6300, جیحون ,60,1395,1,1400000000,2,True,True,True
6301, جیحون ,65,1390,1,1500000000,2,True,True,True
6302, شهرک غرب ,120,1399,2,15500000000,6,True,True,True
6303, پونک ,100,1394,2,6150000000,3,True,True,True
6304, استاد معین ,83,1398,2,3300000000,1,True,True,True
6305, آذربایجان ,68,1375,2,2900000000,3,True,True,False
6306, کوی فردوس,98,1393,2,6200000000,1,True,True,True
6307, پونک ,70,1401,1,5320000000,6,True,True,True
6308, الهیه ,349,1400,4,80000000000,5,True,True,True
6309, یافت‌آباد ,50,1391,1,980000000,2,True,True,False
6310, شهر زیبا ,55,1400,1,3650000000,1,True,True,True
6311, اباذر ,75,1395,2,6100000000,1,True,True,True
6312, سلسبیل ,60,1383,2,2200000000,1,True,True,True
6313, فاطمی ,120,1371,3,5500000000,3,True,True,False
6314, جنت‌آباد مرکزی ,87,1394,2,5700000000,2,True,True,True
6315, جنت‌آباد مرکزی ,103,1395,2,6995000000,4,True,True,True
6316, فرمانیه ,295,1399,4,49000000000,3,True,True,True
6317, اقدسیه ,580,1393,4,150000000000,4,True,True,True
6318, فرمانیه ,290,1399,4,43000000000,3,True,True,True
6319, اقدسیه ,235,1400,3,60000000000,3,True,True,True
6320, بریانک ,50,1384,1,1400000000,3,True,True,True
6321, ونک ,215,1386,3,17500000000,3,True,True,True
6322, کوهک ,123,1401,2,7134000000,5,True,True,True
6323, هروی ,120,1400,2,12800000000,2,True,True,True
6324, هروی ,130,1401,2,12700000000,7,True,True,True
6325, هروی ,143,1400,3,15700000000,10,True,True,True
6326, جردن ,104,1382,2,8100000000,4,True,True,True
6327,0,0,0,0,0,0,True,True,True
6328, دارآباد ,150,1397,3,12500000000,3,True,True,True
6329, قلهک ,121,1386,2,8800000000,1,True,True,True
6330, شهران جنوبی ,59,1385,2,4150000000,2,True,True,True
6331, ستارخان ,133,1395,3,8600000000,1,True,True,True
6332, ازگل,105,1380,2,7200000000,7,True,True,True
6333, جنت‌آباد مرکزی ,103,1394,2,7070000000,2,True,True,True
6334, صادقیه ,87,1396,2,4800000000,1,True,True,True
6335, نیاوران ,150,1401,3,17400000000,1,True,True,True
6336, دارآباد ,113,1401,2,10700000000,5,True,True,True
6337, دارآباد ,64,1401,1,5700000000,1,True,True,True
6338, دارآباد ,86,1381,2,6400000000,1,True,True,True
6339, جنت‌آباد مرکزی ,83,1385,2,4600000000,2,True,True,True
6340, مشیریه,46,1380,1,1300000000,1,True,True,False
6341, سعادت‌آباد ,115,1385,2,9600000000,2,True,True,True
6342, پونک ,148,1393,3,10800000000,2,True,True,True
6343, طرشت ,69,1401,1,5250000000,2,True,True,True
6344, ونک ,210,1396,4,24000000000,6,True,True,True
6345, ونک ,136,1395,3,11000000000,1,True,True,True
6346, الهیه ,300,1401,4,75000000000,8,True,True,True
6347, جنت‌آباد جنوبی ,65,1382,2,4000000000,3,True,True,True
6348, دریاچه شهدای خلیج فارس ,135,1401,3,5150000000,12,True,True,True
6349, نیاوران ,115,1392,2,17000000000,5,True,True,True
6350, جنت‌آباد شمالی ,60,1385,1,3200000000,2,True,True,True
6351, فرمانیه ,225,1401,3,43000000000,2,True,True,True
6352, جنت‌آباد مرکزی ,66,1380,2,4200000000,1,True,True,True
6353, تجریش ,200,1384,3,13350000000,5,True,True,True
6354, ولنجک ,316,1401,4,85000000000,11,True,True,True
6355, زعفرانیه ,217,1401,3,50000000000,10,True,True,True
6356, زعفرانیه ,272,1385,4,42000000000,4,True,True,True
6357, ولنجک ,240,1401,3,57000000000,7,True,True,True
6358, ولنجک ,250,1401,3,65000000000,9,True,True,True
6359, زعفرانیه ,346,1401,4,89000000000,10,True,True,True
6360, ولنجک ,270,1401,3,67500000000,11,True,True,True
6361, ولنجک ,308,1401,4,64000000000,6,True,True,True
6362, جیحون,51,1371,1,1440000000,2,True,True,False
6363, جی,46,1382,1,1520000000,2,True,True,True
6364, آذربایجان,43,1378,1,2000000000,2,True,True,False
6365, سهروردی ,110,1397,2,9500000000,4,True,True,True
6366, ظفر ,98,1397,2,11270000000,10,True,True,True
6367, جنت‌آباد مرکزی ,130,1397,3,8290000000,1,True,True,True
6368, جنت‌آباد جنوبی ,90,1393,2,6150000000,2,True,True,True
6369, جنت‌آباد مرکزی ,90,1395,2,5870000000,3,True,True,True
6370, جنت‌آباد جنوبی ,100,1395,2,6400000000,1,True,True,True
6371, سازمان برنامه ,65,1385,2,3400000000,1,True,True,True
6372, جیحون ,77,1401,2,2900000000,1,True,True,False
6373, بریانک ,51,1386,1,1850000000,2,True,True,True
6374, اختیاریه ,111,1401,2,9435000000,11,True,True,True
6375, تهران‌سر ,119,1400,3,6000000000,1,True,True,True
6376, افسریه ,88,1401,2,3350000000,3,True,True,True
6377, پونک ,60,1401,1,3900000000,5,True,True,True
6378, گیشا (کوی نصر) ,75,1379,2,4875000000,3,True,True,True
6379, کوهک ,100,1401,2,6000000000,11,True,True,True
6380, چیتگر ,240,1401,4,5370000000,14,True,True,True
6381, پیروزی ,55,1384,1,1650000000,2,True,True,False
6382, تهرانپارس غربی,130,1386,3,7500000000,2,True,True,True
6383, تسلیحات,53,1400,2,2350000000,4,True,True,True
6384, جردن ,76,1400,2,8250000000,1,True,True,True
6385, زعفرانیه ,300,1401,3,90000000000,8,True,True,True
6386, نیاوران ,120,1383,2,13200000000,1,True,True,True
6387, استاد معین ,40,1396,1,2100000000,7,True,True,False
6388, دهکده المپیک ,85,1401,2,2635000000,13,True,True,True
6389, گیشا (کوی نصر) ,140,1382,3,10500000000,2,True,True,True
6390, دریاچه شهدای خلیج فارس ,116,1401,2,5800000000,8,True,True,True
6391, پاسداران ,110,1392,2,10500000000,4,True,True,True
6392, آجودانیه ,140,1399,3,21700000000,2,True,True,True
6393, دکتر هوشیار ,116,1396,2,6300000000,2,True,True,True
6394, سازمان برنامه ,58,1385,1,3850000000,2,True,True,True
6395, سلیمانی ,64,1386,1,2000000000,2,True,True,True
6396, فرمانیه ,410,1385,4,41000000000,6,True,True,True
6397, پونک ,68,1382,2,4050000000,2,True,True,True
6398, سعادت‌آباد ,190,1385,3,21000000000,2,True,True,True
