,district,area,year,rooms,value,floor,elevator,parking,warehouse
0, نیاوران ,70,1401,1,11500000000,4,True,True,True
1, نیاوران ,200,1401,3,34000000000,3,True,True,True
2, کوهک ,138,1398,3,8419000000,10,True,True,True
3, جیحون ,80,1395,2,3300000000,2,True,True,True
4, ظفر ,120,1401,2,12240000000,6,True,True,True
5, چیتگر ,109,1401,2,4150000000,2,True,True,True
6, هروی,115,1380,3,7250000000,1,True,True,True
7, ظفر ,106,1400,2,11660000000,9,True,True,True
8, جیحون ,75,1396,2,2750000000,2,True,True,False
9, یوسف‌آباد ,145,1401,2,14400000000,5,True,True,True
10, سازمان برنامه ,80,1385,2,4920000000,4,True,True,True
11, ظفر ,95,1375,2,6300000000,1,True,True,True
12, تهرانپارس غربی ,67,1384,2,3650000000,1,True,True,True
13, سهروردی ,75,1401,2,6750000000,1,True,True,True
14, آجودانیه,284,1383,3,32000000000,2,True,True,True
15, یوسف‌آباد ,114,1384,2,7700000000,1,True,True,True
16, صادقیه ,83,1383,2,3400000000,3,True,True,False
17, شهر زیبا,126,1394,3,8200000000,5,True,True,True
18, توحید ,100,1401,2,6300000000,2,True,True,True
19, پونک,113,1399,2,10150000000,6,True,True,True
20, شهر زیبا ,110,1391,2,6500000000,5,True,True,True
21, اختیاریه ,135,1401,3,13500000000,1,True,True,True
22, جنت‌آباد مرکزی ,115,1390,2,6400000000,2,True,True,True
23, شهرک غرب ,72,1393,2,7100000000,1,True,True,True
24, نیاوران ,220,1400,3,45000000000,10,True,True,True
25, چیتگر ,200,1400,3,13200000000,10,True,True,True
26, کوی فردوس ,122,1400,2,8500000000,1,True,True,True
27, هروی ,157,1391,3,11800000000,13,True,True,True
28, دروس ,140,1391,3,13000000000,3,True,True,True
29, دروس ,200,1401,3,26000000000,4,True,True,True
30, دروس ,155,1400,3,23500000000,3,True,True,True
31, هروی ,75,1386,2,4800000000,2,True,True,True
32, اختیاریه ,64,1395,1,6800000000,5,True,True,True
33, درکه ,139,1398,2,16800000000,10,True,True,True
34, افسریه ,73,1389,2,2250000000,2,True,True,False
35, کوهک ,190,1401,3,9500000000,18,True,True,True
36, دهکده المپیک ,120,1395,2,7000000000,1,True,True,True
37, پونک ,100,1401,2,8500000000,6,True,True,True
38, شهر زیبا ,55,1398,1,4050000000,2,True,True,True
39, استاد معین ,58,1400,1,2850000000,1,True,True,True
40, هروی ,100,1401,2,8000000000,4,True,True,True
41, باغ فیض ,114,1398,2,7400000000,1,True,True,True
42, زنجان ,100,1401,2,5150000000,2,True,True,True
43, آذربایجان ,40,1382,1,1780000000,3,True,True,False
44, آذربایجان ,60,1395,1,2850000000,2,True,True,True
45, خلیج فارس ,82,1390,2,2720000000,2,True,True,True
46, جنت‌آباد جنوبی ,105,1396,2,6400000000,2,True,True,True
47, هروی ,103,1401,2,8240000000,5,True,True,True
48, تهران‌ویلا,122,1399,3,9500000000,2,True,True,True
49, آهنگ,55,1395,1,1660000000,3,True,True,False
50, شهر زیبا ,54,1384,1,3600000000,3,True,True,True
51, اوقاف ,105,1401,2,5360000000,3,True,True,True
52, نیرو هوایی ,97,1384,2,5000000000,1,True,True,True
53, فرمانیه ,130,1395,2,15350000000,6,True,True,True
54, دروس ,175,1398,3,33250000000,4,True,True,True
55, سهروردی ,124,1401,2,10000000000,2,True,True,True
56, دریاچه شهدای خلیج فارس ,85,1401,2,2610000000,21,True,True,True
57, صادقیه ,85,1396,2,6900000000,1,True,True,True
58, آهنگ ,131,1401,3,7500000000,3,True,True,True
59, شادمهر ,110,1401,2,7000000000,2,True,True,True
60, جنت‌آباد مرکزی ,65,1382,2,3650000000,2,True,True,True
61, شهران جنوبی ,62,1401,1,4100000000,1,True,True,True
62, کوی فردوس ,75,1388,2,4900000000,2,True,True,True
63, باغ فیض ,55,1401,1,4950000000,1,True,True,True
64, جنت‌آباد جنوبی ,105,1401,2,8290000000,4,True,True,True
65, باغ فیض ,50,1385,1,3300000000,3,True,True,True
66, پونک ,78,1382,2,3830000000,2,True,True,True
67, کوی فردوس ,65,1390,2,4500000000,4,True,True,True
68, جنت‌آباد جنوبی ,71,1382,2,4050000000,2,True,True,True
69, پونک ,126,1385,3,8505000000,1,True,True,True
70, کوی فردوس ,81,1392,2,4840000000,1,True,True,True
71, باغ فیض ,87,1385,2,4600000000,1,True,True,True
72, سازمان برنامه ,130,1388,3,8500000000,4,True,True,True
73, مرزداران ,95,1386,2,6350000000,5,True,True,True
74, پاسداران ,268,1397,4,34800000000,7,True,True,True
75, شهرک غرب ,150,1401,3,11000000000,10,True,True,True
76, بازار ,111,1401,2,6300000000,21,True,True,True
77, دریان‌نو,100,1401,2,8400000000,1,True,True,True
78, نیاوران,188,1372,3,16500000000,10,True,True,True
79, شهرآرا ,95,1396,2,6500000000,2,True,True,True
80, حشمتیه ,100,1401,2,5900000000,3,True,True,True
81, سهروردی,198,1400,3,25740000000,5,True,True,True
82, استاد معین,62,1388,1,2870000000,1,True,True,True
83, تجریش ,145,1385,3,14000000000,2,True,True,True
84, استخر ,100,1401,2,5800000000,3,True,True,True
85, میرداماد ,165,1401,3,15600000000,1,True,True,True
86, نیاوران ,130,1392,3,10000000000,2,True,True,True
87, فرمانیه ,250,1395,3,28000000000,5,True,True,True
88, مبارک‌آباد بهشتی ,70,1400,2,1155000000,5,True,True,True
89, جنت‌آباد جنوبی ,56,1385,1,3900000000,1,True,True,True
90, یوسف‌آباد ,130,1399,3,13150000000,4,True,True,True
91, قیطریه ,112,1401,2,8960000000,6,True,True,True
92, هروی,75,1401,2,6400000000,2,True,True,True
93, پونک ,100,1401,2,7700000000,2,True,True,True
94, جنت‌آباد جنوبی ,85,1395,2,5850000000,4,True,True,True
95, دروس ,295,1397,4,40000000000,4,True,True,True
96, گرگان ,47,1392,1,1850000000,3,True,True,True
97, جنت‌آباد مرکزی ,85,1392,2,6200000000,3,True,True,True
98, جنت‌آباد شمالی ,115,1399,3,7700000000,1,True,True,True
99, دریان‌نو ,96,1395,2,6550000000,4,True,True,True
100, آجودانیه ,120,1396,2,14000000000,4,True,True,True
101, شهرک راه‌آهن ,198,1401,3,15000000000,5,True,True,True
102, دریاچه شهدای خلیج فارس ,155,1401,3,11000000000,11,True,True,True
103, مبارک‌آباد بهشتی ,92,1401,3,1700000000,2,True,True,True
104, چیتگر ,114,1401,2,4950000000,15,True,True,True
105, جردن ,1000,1401,4,120000000000,5,True,True,True
106, استخر ,72,1398,2,1238400000,4,True,True,False
107, کوی فردوس ,145,1390,3,9000000000,4,True,True,True
108, فرمانیه ,210,1387,3,21200000000,3,True,True,True
109, جیحون ,58,1382,1,2250000000,2,True,True,True
110, جیحون ,83,1401,2,3600000000,4,True,True,True
111, قیطریه ,210,1382,3,16000000000,3,True,True,True
112, نیاوران ,198,1398,3,22000000000,5,True,True,True
113, فرمانیه ,175,1382,3,15000000000,4,True,True,True
114, نیاوران ,240,1401,3,60000000000,3,True,True,True
115, نظام‌آباد ,82,1400,2,3608000000,2,True,True,True
116, پونک ,90,1395,2,7200000000,5,True,True,True
117, پاسداران,180,1387,3,12800000000,2,True,True,True
118, قیطریه ,135,1401,3,15000000000,2,True,True,True
119, قیطریه ,93,1393,2,8850000000,5,True,True,True
120, گیشا (کوی نصر) ,95,1398,2,9500000000,4,True,True,True
121, دکتر هوشیار,75,1385,2,3380000000,2,True,True,True
122, نیاوران ,122,1400,2,26000000000,5,True,True,True
123, جنت‌آباد مرکزی ,93,1394,2,6390000000,2,True,True,True
124, نظام‌آباد ,67,1401,2,3100000000,2,True,True,True
125, شهرک غرب ,135,1400,2,21600000000,4,True,True,True
126, شکوفه ,68,1380,2,2250000000,1,True,True,False
127, مرزداران ,100,1401,2,8900000000,1,True,True,True
128, توحید,110,1401,2,8250000000,5,True,True,True
129, کوهک,123,1399,2,8000000000,15,True,True,True
130, گرگان ,53,1383,1,2300000000,2,True,True,True
131, جنت‌آباد مرکزی ,98,1399,2,6740000000,3,True,True,True
132, جنت‌آباد مرکزی ,105,1395,2,7540000000,4,True,True,True
133, جنت‌آباد مرکزی ,87,1392,2,6200000000,3,True,True,True
134, نیاوران ,120,1387,3,13200000000,5,True,True,True
135,0,0,0,0,0,0,True,True,True
136, الهیه ,420,1400,4,168000000000,7,True,True,True
137, تهرانپارس شرقی ,55,1381,1,2500000000,2,True,True,True
138, پاسداران ,102,1401,2,8160000000,6,True,True,True
139, مرزداران ,90,1401,2,8100000000,4,True,True,True
140, ظفر ,79,1382,2,5400000000,1,True,True,True
141, مرزداران ,135,1381,3,8775000000,5,True,True,True
142, پاتریس لومومبا ,138,1401,3,12500000000,1,True,True,True
143, شهرآرا ,104,1393,2,6700000000,2,True,True,True
144, مبارک‌آباد بهشتی ,73,1400,2,1314000000,4,True,True,False
145, شهرآرا ,85,1380,2,5000000000,2,True,True,False
146, سهروردی ,83,1387,2,6500000000,2,True,True,True
147, کوی فردوس ,127,1393,3,8700000000,6,True,True,True
148, تهرانپارس شرقی ,60,1381,2,2650000000,1,True,True,True
149, هروی ,205,1383,4,14000000000,5,True,True,True
150, هروی ,92,1401,2,9200000000,2,True,True,True
151, هروی ,147,1394,3,14800000000,5,True,True,True
152, امیرآباد ,182,1391,3,14500000000,5,True,True,True
153, یوسف‌آباد ,115,1385,2,8100000000,4,True,True,True
154, پاسداران ,113,1401,2,9040000000,4,True,True,True
155, شهران جنوبی ,110,1399,2,6900000000,2,True,True,True
156, نیرو هوایی ,107,1400,2,6800000000,5,True,True,True
157, ظفر ,125,1384,2,10875000000,6,True,True,True
158, پاتریس لومومبا ,89,1383,2,5250000000,1,True,True,True
159, نیرو هوایی ,108,1400,2,6500000000,3,True,True,True
160, باغ فیض ,54,1389,1,3500000000,1,True,True,True
161, شهرک نفت (منطقه ۵) ,93,1386,2,6000000000,3,True,True,True
162, جنت‌آباد مرکزی ,83,1394,2,5910000000,5,True,True,True
163, مرزداران ,120,1401,2,9600000000,5,True,True,True
164, ونک ,96,1380,3,6780000000,2,True,True,True
165, میرداماد ,149,1401,3,17000000000,1,True,True,True
166, میرداماد ,93,1399,2,11160000000,1,True,True,True
167, مرزداران ,131,1399,3,9600000000,3,True,True,True
168, نیاوران,250,1392,4,30000000000,4,True,True,True
169, سعادت‌آباد ,170,1401,3,24000000000,2,True,True,True
170, نیرو هوایی ,109,1400,2,6900000000,1,True,True,True
171, کوی فردوس ,86,1394,2,6300000000,3,True,True,True
172, طرشت ,66,1401,2,4700000000,2,True,True,True
173, شبیری ,81,1401,2,2150000000,5,True,True,True
174, امامزاده حسن(ع) ,47,1388,1,1500000000,4,True,True,True
175, شیان ,117,1387,2,8200000000,3,True,True,True
176, فاطمی ,154,1399,3,10350000000,4,True,True,True
177, پونک ,130,1390,3,9500000000,1,True,True,True
178, جنت‌آباد مرکزی ,60,1394,2,3900000000,5,True,True,True
179, صادقیه ,59,1375,1,1900000000,3,True,True,False
180, نواب ,66,1401,2,2415000000,4,True,True,False
181, جنت‌آباد شمالی ,103,1398,2,6600000000,4,True,True,True
182, اباذر ,74,1382,2,4850000000,2,True,True,True
183, سلسبیل ,50,1383,1,1648000000,2,True,True,False
184, قیطریه,110,1401,2,15500000000,2,True,True,True
185, یافت‌آباد ,47,1382,1,1010000000,1,True,True,False
186, گمرک ,56,1392,1,1820000000,1,True,True,False
187, ولنجک ,260,1399,3,50000000000,12,True,True,True
188, نیاوران ,130,1390,2,14300000000,4,True,True,True
189, جنت‌آباد جنوبی,95,1401,2,7400000000,1,True,True,True
190, هروی ,120,1390,2,8300000000,3,True,True,True
191, یوسف‌آباد ,121,1381,3,8954000000,3,True,True,True
192, اباذر ,100,1393,2,7600000000,2,True,True,True
193, دریاچه شهدای خلیج فارس ,110,1391,2,5660000000,1,True,True,True
194, یوسف‌آباد ,117,1401,2,10500000000,2,True,True,True
195, شهرک غرب ,115,1400,2,15200000000,6,True,True,True
196, پونک ,73,1386,2,4350000000,2,True,True,True
197, سلسبیل ,57,1391,1,2399900000,3,True,True,False
198, سلسبیل ,48,1385,1,2050000000,1,True,True,True
199, دربند ,115,1389,3,9900000000,4,True,True,True
200, نارمک ,70,1401,2,4550000000,5,True,True,True
201, پونک ,111,1397,2,9650000000,4,True,True,True
202, بهار ,72,1396,1,4180000000,1,True,True,True
203, مرزداران ,98,1384,2,7150000000,3,True,True,True
204, شهرک غرب ,110,1390,2,14300000000,3,True,True,True
205, سعادت‌آباد ,62,1400,1,8000000000,4,True,True,True
206, دهکده المپیک,55,1401,1,1705000000,16,True,True,True
207, سعادت‌آباد ,83,1395,2,9430000000,2,True,True,True
208, طرشت ,75,1390,2,4700000000,4,True,True,True
209, تهرانپارس شرقی ,51,1383,1,2550000000,1,True,True,True
210, مرزداران ,150,1401,3,14000000000,1,True,True,True
211, طرشت ,140,1401,3,8700000000,3,True,True,True
212, پاسداران ,130,1401,2,10398000000,6,True,True,True
213, جنت‌آباد مرکزی ,110,1401,2,9100000000,1,True,True,True
214, صادقیه ,100,1387,2,5100000000,8,True,True,True
215, چیتگر ,20,1401,2,355000000,10,True,True,True
216, آهنگ ,92,1390,2,3800000000,4,True,True,True
217, سهروردی ,135,1401,3,11745000000,2,True,True,True
218, شهر زیبا,81,1393,2,7200000000,1,True,True,True
219, سهروردی ,130,1396,3,10725000000,5,True,True,True
220, نارمک جنوبی ,68,1394,2,3298000000,4,True,True,False
221, تهران‌نو,46,1385,1,1850000000,1,True,True,False
222, دریاچه شهدای خلیج فارس ,113,1401,2,6780000000,9,True,True,True
223, گیشا (کوی نصر) ,117,1391,3,11900000000,4,True,True,True
224, کوی فردوس ,85,1378,2,4550000000,1,True,True,True
225, طرشت ,107,1401,2,6615000000,2,True,True,True
226, شهر زیبا ,78,1391,1,3970000000,2,True,True,True
227, نیاوران ,320,1401,3,51000000000,3,True,True,True
228, طرشت ,151,1401,3,9300000000,3,True,True,True
229, طرشت ,66,1382,2,3100000000,2,True,True,True
230, جی ,40,1390,1,1370000000,1,True,True,False
231, شهرک راه‌آهن ,128,1401,3,2240000000,8,True,True,True
232, طرشت ,138,1401,3,8950000000,4,True,True,True
233, یوسف‌آباد ,106,1392,2,8000000000,1,True,True,True
234, سهروردی ,120,1386,3,8000000000,4,True,True,True
235, کوی فردوس ,88,1386,2,5200000000,2,True,True,True
236, یوسف‌آباد ,189,1371,3,11500000000,1,True,True,True
237, جردن ,160,1395,3,13620000000,2,True,True,True
238, گیشا (کوی نصر) ,105,1383,3,6700000000,2,True,True,True
239, اباذر ,71,1384,2,4500000000,5,True,True,True
240, گیشا (کوی نصر) ,120,1401,3,11700000000,5,True,True,True
241, سهروردی ,163,1401,3,13000000000,2,True,True,True
242, طرشت ,136,1401,3,8800000000,3,True,True,True
243, دریاچه شهدای خلیج فارس ,112,1401,2,4650000000,22,True,True,True
244, یوسف‌آباد ,146,1401,3,13500000000,1,True,True,True
245, مخصوص,52,1381,1,1550000000,1,True,True,False
246, بریانک ,54,1377,2,1520000000,1,True,True,False
247, زنجان ,72,1379,2,2750000000,3,True,True,False
248, جردن ,122,1401,2,12000000000,4,True,True,True
249, یوسف‌آباد ,185,1401,3,18400000000,5,True,True,True
250, کوی فردوس ,66,1388,2,4200000000,5,True,True,True
251, سلسبیل ,51,1377,1,1635000000,3,True,True,False
252, یوسف‌آباد ,130,1397,3,10900000000,1,True,True,True
253, شکوفه ,50,1380,1,1500000000,2,True,True,False
254, عباس‌آباد ,100,1401,2,6800000000,4,True,True,True
255, دولت‌آباد,113,1394,2,3649000000,5,True,True,True
256, قنات‌کوثر ,91,1384,2,4200000000,3,True,True,True
257, جیحون ,93,1401,2,4900000000,4,True,True,True
258, نیرو هوایی,86,1400,2,5070000000,3,True,True,True
259, جنت‌آباد شمالی ,57,1380,1,3250000000,2,True,True,True
260, ولنجک,56,1397,1,7000000000,3,True,True,True
261, چیتگر ,124,1400,2,6100000000,12,True,True,True
262, نظام‌آباد ,64,1385,2,2240000000,3,True,True,False
263, پونک ,126,1401,2,8090000000,5,True,True,True
264, نارمک ,148,1399,3,9650000000,5,True,True,True
265, شهرک غرب ,71,1388,2,6500000000,1,True,True,True
266, سعادت‌آباد ,125,1391,3,8800000000,11,True,True,True
267, شهرک غرب ,80,1385,2,6750000000,4,True,True,True
268, شهرک غرب ,126,1399,3,13750000000,1,True,True,True
269, سعادت‌آباد ,117,1384,3,9900000000,4,True,True,True
270, سعادت‌آباد ,102,1398,2,9500000000,1,True,True,True
271, سعادت‌آباد ,114,1382,2,9580000000,3,True,True,True
272, سعادت‌آباد ,127,1380,3,8500000000,2,True,True,True
273, جنت‌آباد جنوبی ,111,1395,2,6600000000,5,True,True,True
274, جیحون ,60,1390,1,2500000000,1,True,True,False
275, جیحون,59,1381,1,2800000000,2,True,True,True
276, کوی فردوس ,60,1401,1,4400000000,6,True,True,True
277, زعفرانیه ,280,1394,4,51000000000,4,True,True,True
278, مرزداران ,116,1401,2,7900000000,8,True,True,True
279, نارمک ,56,1385,1,3700000000,3,True,True,True
280, مرزداران ,86,1389,2,6200000000,3,True,True,True
281, مرزداران ,98,1391,2,8100000000,1,True,True,True
282, شهر زیبا ,90,1395,2,4930000000,8,True,True,True
283, بازار ,89,1398,2,1780000000,13,True,True,True
284, شهران جنوبی ,65,1384,2,3300000000,3,True,True,True
285, نیاوران ,148,1379,2,18000000000,1,True,True,True
286, شاهین ,66,1393,1,4200000000,2,True,True,True
287, زعفرانیه ,290,1387,4,35500000000,6,True,True,True
288, زعفرانیه ,156,1400,3,35000000000,2,True,True,True
289, جردن ,97,1401,2,11640000000,3,True,True,True
290, اندیشه (شهر زیبا) ,52,1389,1,700000000,3,True,True,True
291, باغ فیض ,114,1393,2,6850000000,3,True,True,True
292, باغ فیض ,111,1394,3,7300000000,2,True,True,True
293, سازمان برنامه,100,1395,2,6900000000,6,True,True,True
294, شهران جنوبی ,56,1385,1,3730000000,1,True,True,True
295, کوهک,168,1401,3,14280000000,2,True,True,True
296, صادقیه ,76,1388,2,4500000000,1,True,True,False
297, دریاچه شهدای خلیج فارس ,101,1401,2,1750000000,22,True,True,True
298, دبستان,60,1382,1,3800000000,1,True,True,False
299, سهروردی,79,1381,2,6200000000,3,True,True,True
300, شمس‌آباد,93,1395,2,5900000000,1,True,True,True
301, شهر زیبا ,120,1396,3,6650000000,6,True,True,True
302, آذربایجان,76,1401,2,2736000000,6,True,True,True
303, هفت چنار ,60,1393,2,2500000000,4,True,True,True
304, نصرت ,98,1392,2,5000000000,1,True,True,True
305, مرزداران ,180,1401,3,19000000000,4,True,True,True
306, کوی فردوس ,75,1388,2,4450000000,4,True,True,True
307, پونک ,115,1401,2,12000000000,4,True,True,True
308, مرزداران ,82,1389,2,5900000000,3,True,True,True
309, میرداماد ,150,1387,3,12100000000,5,True,True,True
310, جنت‌آباد جنوبی ,113,1390,2,7550000000,4,True,True,True
311, مرزداران ,55,1388,1,4900000000,4,True,True,True
312, سلسبیل ,80,1398,2,3800000000,2,True,True,True
313, سعادت‌آباد ,104,1397,2,12800000000,6,True,True,True
314, جنت‌آباد جنوبی ,130,1401,3,11250000000,4,True,True,True
315, کوی فردوس ,104,1397,2,5400000000,2,True,True,True
316, جردن ,110,1399,2,11000000000,3,True,True,True
317, ظفر ,98,1401,2,9300000000,1,True,True,True
318, خانی‌آباد نو ,66,1393,2,2600000000,1,True,True,True
319, ازگل,100,1390,2,7800000000,12,True,True,True
320, چیتگر ,125,1401,3,3150000000,7,True,True,True
321, چیتگر ,120,1401,2,2520000000,6,True,True,True
322, شهران شمالی ,138,1401,3,9800000000,3,True,True,True
323, ستارخان ,92,1400,2,6200000000,3,True,True,True
324, جردن ,120,1380,2,8700000000,2,True,True,True
325, استاد معین ,63,1393,2,2400000000,1,True,True,False
326, شهرآرا ,135,1371,3,7600000000,2,True,True,True
327, سهروردی ,107,1386,2,9200000000,2,True,True,True
328, فرمانیه ,225,1397,3,24700000000,12,True,True,True
329, سلسبیل ,135,1400,3,4980000000,3,True,True,True
330, هروی,114,1383,2,8000000000,3,True,True,True
331, استاد معین ,64,1395,2,2840000000,2,True,True,True
332, هاشمی ,95,1393,2,3350000000,1,True,True,False
333, فرمانیه ,240,1401,3,65000000000,3,True,True,True
334, نیاوران ,170,1390,3,21000000000,5,True,True,True
335, پاسداران ,115,1401,2,9200000000,10,True,True,True
336, بریانک ,44,1381,1,1395000000,2,True,True,False
337,1370,1370,1370,1370,1370,1370,True,True,True
338, سهروردی,75,1401,2,7125000000,1,True,True,True
339,0,0,0,0,0,0,True,True,True
340, ظفر ,145,1401,3,18125000000,3,True,True,True
341, میرداماد ,82,1400,2,9594000000,1,True,True,True
342, میرداماد ,150,1385,3,12500000000,4,True,True,True
343, میرداماد ,126,1401,2,15120000000,2,True,True,True
344, یوسف‌آباد,105,1388,2,7600000000,2,True,True,True
345, خانی‌آباد نو ,72,1386,2,5300000000,1,True,True,True
346, پاسداران ,85,1384,2,7600000000,4,True,True,True
347, چیتگر,99,1396,2,6500000000,1,True,True,True
348, اباذر ,75,1401,2,6390000000,4,True,True,True
349, چیتگر ,130,1401,2,2275000000,10,True,True,True
350, سازمان برنامه ,60,1385,2,4100000000,3,True,True,True
351, جیحون,110,1401,3,5200000000,5,True,True,True
352, طرشت ,110,1396,2,5500000000,3,True,True,True
353, ستارخان ,80,1380,2,3500000000,3,True,True,True
354, مرزداران,138,1384,3,9250000000,5,True,True,True
355, زعفرانیه ,155,1383,3,13900000000,1,True,True,True
356, ولنجک ,160,1399,3,20500000000,1,True,True,True
357, نیاوران ,145,1393,3,13000000000,6,True,True,True
358, پونک ,100,1401,2,8000000000,6,True,True,True
359, دروس ,280,1394,4,31000000000,2,True,True,True
360, کامرانیه ,460,1401,4,100000000000,2,True,True,True
361, شهرک غرب ,236,1401,3,41500000000,22,True,True,True
362, جنت‌آباد جنوبی ,108,1387,2,5150000000,1,True,True,False
363, ونک ,170,1382,3,11200000000,2,True,True,True
364, ونک ,165,1386,3,10300000000,5,True,True,True
365, دریاچه شهدای خلیج فارس ,109,1401,2,4800000000,23,True,True,True
366, پاسداران ,182,1401,3,14560000000,6,True,True,True
367, اسکندری ,108,1401,2,4148000000,1,True,True,True
368, زعفرانیه ,220,1401,3,68000000000,10,True,True,True
369, ظفر ,106,1378,2,8400000000,3,True,True,True
370, کامرانیه ,235,1390,3,27000000000,3,True,True,True
371, باغ فیض ,100,1401,2,7620000000,2,True,True,True
372, دروس ,130,1385,2,11000000000,1,True,True,True
373, امیرآباد,127,1390,2,9500000000,1,True,True,True
374, جنت‌آباد جنوبی,130,1396,3,8200000000,3,True,True,True
375, جنت‌آباد مرکزی ,94,1396,1,5900000000,5,True,True,True
376, شهرک غرب ,250,1401,3,58000000000,2,True,True,True
377, دروس ,160,1389,3,20800000000,4,True,True,True
378, جنت‌آباد مرکزی ,64,1401,1,5325000000,13,True,True,True
379, پاسداران ,130,1401,2,11000000000,10,True,True,True
380, پاسداران ,117,1401,2,9360000000,11,True,True,True
381, جنت‌آباد جنوبی ,97,1392,2,6900000000,3,True,True,True
382, اباذر ,68,1389,2,5300000000,3,True,True,True
383, پاسداران,112,1398,2,9000000000,3,True,True,True
384, شاهین ,86,1398,2,5500000000,2,True,True,True
385, قیطریه ,133,1398,3,9975000000,4,True,True,True
386, استاد معین ,57,1377,1,1850000000,3,True,True,False
387, دروس ,110,1395,2,10800000000,3,True,True,True
388, ستارخان,85,1378,2,3600000000,1,True,True,False
389, جنت‌آباد مرکزی ,110,1395,2,6500000000,4,True,True,True
390, شهر زیبا ,88,1395,2,4900000000,8,True,True,True
391, شهران شمالی ,66,1380,1,3550000000,4,True,True,False
392, دریاچه شهدای خلیج فارس ,95,1401,2,1662500000,12,True,True,True
393, شهرک غرب,205,1371,3,23000000000,18,True,True,True
394, شهران جنوبی ,60,1401,1,4650000000,5,True,True,True
395, شهرک غرب,207,1387,3,26550000000,9,True,True,True
396, سلسبیل ,39,1379,1,1335000000,1,True,True,False
397, استاد معین ,90,1384,2,2999000000,4,True,True,False
398, جنت‌آباد شمالی ,96,1401,2,6000000000,5,True,True,True
399, گمرک ,53,1383,2,1500000000,3,True,True,False
400, شهرک غرب,181,1392,2,21900000000,2,True,True,True
401, شهران شمالی ,66,1401,1,4520000000,6,True,True,True
402, محمودیه ,640,1388,3,100000000000,4,True,True,True
403, زعفرانیه ,190,1398,3,33250000000,4,True,True,True
404, سرو آزاد ,102,1401,2,4600000000,20,True,True,True
405, چیتگر ,110,1401,2,3390000000,12,True,True,True
406, شهران شمالی ,110,1392,2,5270000000,9,True,True,True
407, سعادت‌آباد ,150,1401,3,20000000000,5,True,True,True
408, میرداماد ,115,1385,3,8800000000,4,True,True,True
409, زعفرانیه ,220,1390,3,30000000000,3,True,True,True
410, جیحون ,55,1400,1,2250000000,2,True,True,True
411, تهرانپارس غربی ,100,1386,2,5000000000,4,True,True,True
412, مرزداران ,110,1401,2,7480000000,4,True,True,True
413, جیحون ,63,1371,1,1550000000,1,True,True,False
414, ولنجک ,245,1384,4,27500000000,1,True,True,True
415, نیاوران ,175,1391,3,26500000000,6,True,True,True
416, پاسداران ,120,1399,2,11500000000,2,True,True,True
417, مرزداران ,95,1401,2,9200000000,1,True,True,True
418, امیرآباد ,118,1401,2,10500000000,4,True,True,True
419, امیرآباد ,134,1398,2,11500000000,3,True,True,True
420, قیطریه ,125,1386,3,10500000000,4,True,True,True
421, پاسداران ,117,1386,3,8700000000,3,True,True,True
422, سازمان برنامه ,91,1401,2,8000000000,1,True,True,True
423, اختیاریه ,120,1386,2,8900000000,3,True,True,True
424, چیتگر ,125,1401,2,5375000000,16,True,True,True
425, شهرک شهید باقری ,130,1401,3,1850000000,15,True,True,True
426, چیتگر ,120,1401,2,920000000,15,True,True,True
427, جنت‌آباد مرکزی ,94,1395,2,5550000000,3,True,True,True
428, زعفرانیه ,155,1388,3,24000000000,3,True,True,True
429, تهران‌سر ,129,1401,2,6450000000,4,True,True,True
430, پاسداران ,145,1401,3,12500000000,2,True,True,True
431, دروس ,210,1388,3,18500000000,3,True,True,True
432, سازمان برنامه ,70,1383,1,3840000000,1,True,True,False
433, جنت‌آباد مرکزی ,98,1393,2,6100000000,2,True,True,True
434, باغ فیض ,120,1401,2,8100000000,4,True,True,True
435, زعفرانیه ,200,1390,3,28000000000,6,True,True,True
436, زنجان,60,1396,1,3080000000,1,True,True,True
437, کوی بیمه ,54,1397,1,3750000000,3,True,True,True
438, ولنجک ,215,1390,3,23000000000,1,True,True,True
439, شهران شمالی,73,1385,2,4700000000,4,True,True,True
440, پاسداران ,190,1380,3,16150000000,4,True,True,True
441, سعادت‌آباد ,136,1396,3,19000000000,3,True,True,True
442, ولنجک ,240,1390,3,43000000000,12,True,True,True
443, سعادت‌آباد ,132,1395,2,18000000000,4,True,True,True
444, سعادت‌آباد ,94,1392,2,11350000000,3,True,True,True
445, شهرک غرب ,145,1401,3,22700000000,2,True,True,True
446, جنت‌آباد شمالی ,100,1397,2,5699000000,4,True,True,True
447, جنت‌آباد جنوبی ,112,1394,2,6099000000,4,True,True,True
448, جنت‌آباد مرکزی ,93,1397,2,5950000000,4,True,True,True
449, ولنجک ,125,1380,3,15000000000,1,True,True,True
450, بهار,108,1375,2,6000000000,1,True,True,True
451, جمهوری ,64,1393,1,3300000000,4,True,True,True
452, الهیه ,150,1401,3,25100000000,1,True,True,True
453, مرزداران ,141,1393,3,11100000000,3,True,True,True
454, جنت‌آباد جنوبی ,145,1401,3,11900000000,3,True,True,True
455, شهر زیبا ,116,1401,2,7150000000,1,True,True,True
456, جنت‌آباد جنوبی ,90,1401,2,7200000000,2,True,True,True
457, جنت‌آباد جنوبی ,180,1401,3,14600000000,5,True,True,True
458, جنت‌آباد جنوبی ,70,1401,1,5600000000,2,True,True,True
